区,町,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,
,,丁番地,毎週,第何週,曜日,第何週,曜日,第何週,曜日,更新日など,
中央区,北本町通,2丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,北本町通,3丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,北本町通,4丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,北本町通,5丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,北本町通,6丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,北野町,1丁目,火金,24,月,毎週,木,毎週,水,,か
中央区,北野町,2丁目,火金,24,月,毎週,木,毎週,水,,か
中央区,北野町,3丁目,火金,24,月,毎週,木,毎週,水,,か
中央区,北野町,4丁目,火金,24,月,毎週,木,毎週,水,,か
中央区,京町,,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,か
中央区,楠町,1丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,2丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,3丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,4丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,5丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,6丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,7丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,楠町,8丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,国香通,1丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,国香通,2丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,国香通,3丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,国香通,4丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,国香通,5丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,国香通,6丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,国香通,7丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,1丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,2丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,3丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,4丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,5丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,6丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,7丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,雲井通,8丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内町,1丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,2丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,3丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,4丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,5丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,6丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,7丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,8丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内町,9丁目,月木,13,金,毎週,火,毎週,水,,か
中央区,熊内橋通,1丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内橋通,2丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内橋通,3丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内橋通,4丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内橋通,5丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内橋通,6丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,熊内橋通,7丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,神戸港地方,,-,24,月,毎週,木,毎週,水,,か
中央区,琴ノ緒町,1丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,琴ノ緒町,2丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,琴ノ緒町,3丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,琴ノ緒町,4丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,琴ノ緒町,5丁目,月木,13,火,毎週,金,毎週,水,,か
中央区,古湊通,1丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,古湊通,2丁目,火金,13,月,毎週,木,毎週,水,,か
中央区,御幸通,1丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,2丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,3丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,4丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,5丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,6丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,7丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,御幸通,8丁目,月木,24,火,毎週,水,毎週,水,,か
中央区,栄町通,1丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,栄町通,2丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,栄町通,3丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,栄町通,4丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,栄町通,5丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,栄町通,6丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,栄町通,7丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,坂口通,1丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,坂口通,2丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,坂口通,3丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,坂口通,4丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,坂口通,5丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,坂口通,6丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,坂口通,7丁目,月木,24,火,毎週,金,毎週,水,,さ
中央区,三宮町,1丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,三宮町,2丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,三宮町,3丁目,火金,13,木,毎週,月,毎週,水,,さ
中央区,東雲通,1丁目,月木,13,火,毎週,金,毎週,水,,さ
中央区,東雲通,2丁目,月木,13,火,毎週,金,毎週,水,,さ
中央区,東雲通,3丁目,月木,13,火,毎週,金,毎週,水,,さ
中央区,東雲通,4丁目,月木,13,火,毎週,金,毎週,水,,さ
中央区,東雲通,5丁目,月木,13,火,毎週,金,毎週,水,,さ
中央区,東雲通,6丁目,月木,13,火,毎週,金,毎週,水,,さ
中央区,下山手通,1丁目,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,2丁目,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,3丁目,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,4丁目,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,5丁目,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,6丁目,火金,13,月,毎週,木,毎週,水,,さ
中央区,下山手通,7丁目（山手幹線より北側）,火金,13,月,毎週,木,毎週,水,,さ
中央区,下山手通,7丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,8丁目,火金,24,木,毎週,月,毎週,水,,さ
中央区,下山手通,9丁目（山手幹線より北側）,火金,13,月,毎週,木,毎週,水,,さ
中央区,下山手通,9丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,さ
中央区,新港町,,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,さ
中央区,神仙寺通,1丁目,月木,13,金,毎週,火,毎週,水,,さ
中央区,神仙寺通,2丁目,月木,13,金,毎週,火,毎週,水,,さ
中央区,神仙寺通,3丁目,月木,13,金,毎週,火,毎週,水,,さ
中央区,神仙寺通,4丁目,月木,13,金,毎週,火,毎週,水,,さ
中央区,諏訪山町,,火金,24,月,毎週,木,毎週,水,,さ
中央区,橘通,1丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,橘通,2丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,橘通,3丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,橘通,4丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,多聞通,1丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,多聞通,2丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,多聞通,3丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,多聞通,4丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,多聞通,5丁目,火金,13,月,毎週,木,毎週,水,,た
中央区,大日通,1丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,大日通,2丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,大日通,3丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,大日通,4丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,大日通,5丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,大日通,6丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,大日通,7丁目,月木,24,火,毎週,金,毎週,水,,た
中央区,筒井町,1丁目,月木,24,火,毎週,水,毎週,水,,た
中央区,筒井町,2丁目,月木,24,火,毎週,水,毎週,水,,た
中央区,筒井町,3丁目,月木,24,火,毎週,水,毎週,水,,た
中央区,中尾町,（春日野墓地南側）,月木,13,金,毎週,火,毎週,水,,な
中央区,中島通,1丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,中島通,2丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,中島通,3丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,中島通,4丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,中島通,5丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,中山手通,1丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,中山手通,1丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な
中央区,中山手通,2丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,中山手通,2丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な
中央区,中山手通,3丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,中山手通,3丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な
中央区,中山手通,4丁目（山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,中山手通,4丁目（山手幹線より南側）,火金,24,木,毎週,月,毎週,水,,な
中央区,中山手通,5丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,中山手通,6丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,中山手通,7丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,中山手通,8丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,中町通,2丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,中町通,3丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,中町通,4丁目,火金,13,月,毎週,木,毎週,水,,な
中央区,浪花町,,火金,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,な
中央区,西町,,火金,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,な
中央区,二宮町,1丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,二宮町,1丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な
中央区,二宮町,2丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,二宮町,2丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な
中央区,二宮町,3丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,二宮町,3丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な
中央区,二宮町,4丁目(山手幹線より北側）,火金,24,月,毎週,木,毎週,水,,な
中央区,二宮町,4丁目(山手幹線より南側）,月木,13,火,毎週,金,毎週,水,,な
中央区,布引町,1丁目,火金,24,月,毎週,木,毎週,水,,な
中央区,布引町,2丁目,火金,24,月,毎週,木,毎週,水,,な
中央区,布引町,3丁目,月木,13,火,毎週,金,毎週,水,,な
中央区,布引町,4丁目,月木,13,火,毎週,金,毎週,水,,な
中央区,野崎通,1丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,野崎通,2丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,野崎通,3丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,野崎通,4丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,野崎通,5丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,野崎通,6丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,野崎通,7丁目,月木,13,金,毎週,火,毎週,水,,な
中央区,旗塚通,1丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,旗塚通,2丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,旗塚通,3丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,旗塚通,4丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,旗塚通,5丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,旗塚通,6丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,旗塚通,7丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,八幡通,1丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,八幡通,2丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,八幡通,3丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,八幡通,4丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,波止場町,,火金,13,木,毎週,月,毎週,水,,は
中央区,花隈町,,火金,24,木,毎週,月,毎週,水,,は
中央区,浜辺通,1丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,浜辺通,2丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,浜辺通,3丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,浜辺通,4丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,浜辺通,5丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,浜辺通,6丁目,月木,24,火,毎週,水,毎週,水,,は
中央区,播磨町,,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,は
中央区,東町,,火金,13,木,毎週,月,毎週,水,,は
中央区,東川崎町,1丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,東川崎町,2丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,東川崎町,3丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,東川崎町,4丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,東川崎町,5丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,東川崎町,6丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,東川崎町,7丁目,火金,13,木,毎週,水,毎週,水,,は
中央区,日暮通,1丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,日暮通,2丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,日暮通,3丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,日暮通,4丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,日暮通,5丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,日暮通,6丁目,月木,13,火,毎週,金,毎週,水,,は
中央区,葺合町,,月木,13,金,毎週,火,毎週,水,,は
中央区,再度筋町,,火金,24,月,毎週,木,毎週,水,,は
中央区,弁天町,,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,は
中央区,前町,,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,ま
中央区,真砂通,1丁目,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,ま
中央区,真砂通,2丁目,-,-,-,-,-,-,-,この地域内には現在のところクリーンステーションはありません。,ま
中央区,港島,,火金,24,金,毎週,水,毎週,水,,ま
中央区,港島中町,1丁目,火金,24,金,毎週,水,毎週,水,,ま
中央区,港島中町,2丁目,火金,24,金,毎週,水,毎週,水,,ま
中央区,港島中町,3丁目,火金,24,金,毎週,水,毎週,水,,ま
中央区,港島中町,4丁目,火金,24,金,毎週,水,毎週,水,,ま
中央区,港島中町,5丁目,火金,24,金,毎週,水,毎週,水,,ま
中央区,港島中町,6丁目,月木,24,金,毎週,水,毎週,水,,ま
中央区,南本町通,1丁目,月木,24,火,毎週,水,毎週,水,,ま
中央区,南本町通,2丁目,月木,24,火,毎週,水,毎週,水,,ま
中央区,南本町通,3丁目,月木,24,火,毎週,水,毎週,水,,ま
中央区,南本町通,4丁目,月木,24,火,毎週,水,毎週,水,,ま
中央区,南本町通,5丁目,月木,24,火,毎週,水,毎週,水,,ま
中央区,南本町通,6丁目,月木,24,火,毎週,水,毎週,水,,ま
中央区,宮本通,1丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,宮本通,2丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,宮本通,3丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,宮本通,4丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,宮本通,5丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,宮本通,6丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,宮本通,7丁目,月木,24,火,毎週,金,毎週,水,,ま
中央区,元町高架通,,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,1丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,2丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,3丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,4丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,5丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,6丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,元町通,7丁目,火金,13,木,毎週,月,毎週,水,,ま
中央区,八雲通,1丁目,月木,13,火,毎週,金,毎週,水,,や
中央区,八雲通,2丁目,月木,13,火,毎週,金,毎週,水,,や
中央区,八雲通,3丁目,月木,13,火,毎週,金,毎週,水,,や
中央区,八雲通,4丁目,月木,13,火,毎週,金,毎週,水,,や
中央区,八雲通,5丁目,月木,13,火,毎週,金,毎週,水,,や
中央区,八雲通,6丁目,月木,13,火,毎週,金,毎週,水,,や
中央区,山本通,1丁目,火金,24,月,毎週,木,毎週,水,,や
中央区,山本通,2丁目,火金,24,月,毎週,木,毎週,水,,や
中央区,山本通,3丁目,火金,24,月,毎週,木,毎週,水,,や
中央区,山本通,4丁目,火金,24,月,毎週,木,毎週,水,,や
中央区,山本通,5丁目,火金,24,月,毎週,木,毎週,水,,や
中央区,脇浜町,1丁目,月木,24,火,毎週,水,毎週,水,,わ
中央区,脇浜町,2丁目,月木,24,火,毎週,水,毎週,水,,わ
中央区,脇浜町,3丁目,月木,24,火,毎週,水,毎週,水,,わ
中央区,若菜通,1丁目,月木,13,火,毎週,金,毎週,水,,わ
中央区,若菜通,2丁目,月木,13,火,毎週,金,毎週,水,,わ
中央区,若菜通,3丁目,月木,13,火,毎週,金,毎週,水,,わ
中央区,若菜通,4丁目,月木,13,火,毎週,金,毎週,水,,わ
中央区,若菜通,5丁目,月木,13,火,毎週,金,毎週,水,,わ
中央区,若菜通,6丁目,月木,13,火,毎週,金,毎週,水,,わ
中央区,割塚通,1丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,割塚通,2丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,割塚通,3丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,割塚通,4丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,割塚通,5丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,割塚通,6丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,割塚通,7丁目,月木,24,火,毎週,金,毎週,水,,わ
中央区,脇浜海岸通,3丁目,月木,13,木,毎週,水,毎週,水,,わ
中央区,脇浜海岸通,4丁目,月木,13,木,毎週,水,毎週,水,,わ
兵庫区,芦原通,1丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,芦原通,2丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,芦原通,3丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,芦原通,4丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,芦原通,5丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,芦原通,6丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,荒田町,1丁目,火金,24,月,毎週,木,毎週,水,,あ
兵庫区,荒田町,2丁目,火金,24,月,毎週,木,毎週,水,,あ
兵庫区,荒田町,3丁目,火金,24,月,毎週,木,毎週,水,,あ
兵庫区,荒田町,4丁目,火金,24,月,毎週,木,毎週,水,,あ
兵庫区,石井町,1丁目,火金,24,木,毎週,月,毎週,水,,あ
兵庫区,石井町,2丁目,火金,24,木,毎週,月,毎週,水,,あ
兵庫区,石井町,3丁目,火金,24,木,毎週,月,毎週,水,,あ
兵庫区,石井町,4丁目,火金,24,木,毎週,月,毎週,水,,あ
兵庫区,石井町,5丁目,火金,13,木,毎週,月,毎週,水,,あ
兵庫区,石井町,6丁目,火金,13,木,毎週,月,毎週,水,,あ
兵庫区,石井町,7丁目,火金,13,木,毎週,月,毎週,水,,あ
兵庫区,石井町,8丁目,火金,13,木,毎週,月,毎週,水,,あ
兵庫区,磯之町,,月木,24,火,毎週,水,毎週,水,,あ
兵庫区,今出在家町,1丁目,月木,13,火,毎週,水,毎週,水,,あ
兵庫区,今出在家町,2丁目,月木,13,火,毎週,水,毎週,水,,あ
兵庫区,今出在家町,3丁目,月木,13,火,毎週,水,毎週,水,,あ
兵庫区,今出在家町,4丁目,月木,13,火,毎週,水,毎週,水,,あ
兵庫区,入江通,1丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,入江通,2丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,入江通,3丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,梅元町,,月木,24,金,毎週,水,毎週,水,,あ
兵庫区,永沢町,2丁目,月木,24,金,毎週,水,毎週,水,,あ
兵庫区,永沢町,3丁目,月木,24,金,毎週,水,毎週,水,,あ
兵庫区,永沢町,4丁目,月木,24,金,毎週,水,毎週,水,,あ
兵庫区,駅前通,1丁目,月木,13,金,毎週,火,毎週,水,,あ
兵庫区,駅前通,2丁目,月木,13,金,毎週,火,毎週,水,,あ
兵庫区,駅前通,3丁目,月木,13,金,毎週,火,毎週,水,,あ
兵庫区,駅前通,4丁目,月木,13,金,毎週,火,毎週,水,,あ
兵庫区,駅前通,5丁目,月木,13,金,毎週,火,毎週,水,,あ
兵庫区,駅南通,1丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,駅南通,2丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,駅南通,3丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,駅南通,4丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話652-0981）へお問合せください。,あ
兵庫区,駅南通,5丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,駅南通（キャナルのみ）,,月木,13,金,毎週,火,毎週,水,,あ
兵庫区,会下山町,1丁目,月木,13,月,毎週,火,毎週,水,,あ
兵庫区,会下山町,2丁目,月木,13,月,毎週,火,毎週,水,,あ
兵庫区,会下山町,3丁目,月木,13,月,毎週,火,毎週,水,注意！一部の地域で収集日の異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話652-0981）へお問合せください。,あ
兵庫区,大井通,1丁目,火金,13,月,毎週,木,毎週,水,,あ
兵庫区,大井通,2丁目,火金,13,月,毎週,木,毎週,水,,あ
兵庫区,大井通,3丁目,火金,13,月,毎週,木,毎週,水,,あ
兵庫区,小河通,1丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,小河通,2丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,小河通,3丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,小河通,4丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,小河通,5丁目,月木,24,火,毎週,金,毎週,水,,あ
兵庫区,笠松通,5丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,笠松通,6丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,笠松通,7丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,笠松通,8丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,笠松通,9丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,笠松通,10丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,鍛冶屋町,1丁目,月木,24,火,毎週,水,毎週,水,,か
兵庫区,鍛冶屋町,2丁目,月木,24,火,毎週,水,毎週,水,,か
兵庫区,上祇園町,,火金,13,木,毎週,水,毎週,水,,か
兵庫区,上沢通,1丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,2丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,3丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,4丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,5丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,6丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,7丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上沢通,8丁目,火金,13,月,毎週,木,毎週,水,,か
兵庫区,上三条町,,火金,13,木,毎週,月,毎週,水,,か
兵庫区,上庄通,1丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,上庄通,2丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,上庄通,3丁目,月木,13,火,毎週,水,毎週,水,,か
兵庫区,烏原町,,月木,13,金,毎週,火,毎週,水,,か
兵庫区,神田町,,火金,24,木,毎週,水,毎週,水,,か
兵庫区,菊水町,1丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,2丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,3丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,4丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,5丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,6丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,7丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,8丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,9丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,菊水町,10丁目,火金,24,木,毎週,月,毎週,水,,か
兵庫区,北逆瀬川町,,月木,24,火,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話652-0981）へお問合せください。,か
兵庫区,北山町,,火金,13,木,毎週,月,毎週,水,注意！一部の地域で収集日の異なるクリーンステーションがあります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話652-0981）へお問合せください。,か
兵庫区,切戸町,,月木,24,火,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局兵庫事業所（電話652-0981）へお問合せください。,か
兵庫区,金平町,1丁目,月木,13,火,毎週,金,毎週,水,,か
兵庫区,金平町,2丁目,月木,13,火,毎週,金,毎週,水,,か
兵庫区,楠谷町,,火金,24,木,毎週,水,毎週,水,,か
兵庫区,熊野町,1丁目（山麓線より東側）,火金,24,木,毎週,月,毎週,水,,か
兵庫区,熊野町,1丁目（山麓線より西側）,火金,13,木,毎週,月,毎週,水,,か
兵庫区,熊野町,2丁目,火金,13,木,毎週,月,毎週,水,,か
