区,町,番地,燃えるゴミ,燃えないゴミボンベ・スプレー,,容器包装プラスチック,,缶・びん・ペットボトル,,備考,
,,丁番地,毎週,第何週,曜日,第何週,曜日,第何週,曜日,更新日など,
東灘区,魚崎南町,1丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,魚崎南町,2丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,魚崎南町,3丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎南町,4丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎南町,5丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎南町,6丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,魚崎南町,7丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎南町,8丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎北町,1丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎北町,2丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎北町,3丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎北町,4丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎北町,5丁目,月木,13,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,魚崎北町,6丁目,月木,13,火,毎週,金,毎週,水,,あ
東灘区,魚崎北町,7丁目,月木,13,火,毎週,金,毎週,水,,あ
東灘区,魚崎北町,8丁目,月木,13,火,毎週,金,毎週,水,,あ
東灘区,魚崎中町,1丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,魚崎中町,2丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎中町,3丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎中町,4丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,魚崎西町,1丁目,月木,24,火,毎週,金,毎週,水,,あ
東灘区,魚崎西町,2丁目,月木,24,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,魚崎西町,3丁目,月木,24,火,毎週,金,毎週,水,,あ
東灘区,魚崎西町,4丁目,月木,13,火,毎週,金,毎週,水,,あ
東灘区,魚崎浜町,,月木,13,金,毎週,水,毎週,水,地域内に「燃えるごみ」のクリーンステーションしかない場合、「缶・びん・ペットボトル」「容器包装プラスチック」「燃えないごみ」「カセットボンベ・スプレー缶」の収集日については、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,渦森台,1丁目,火金,13,月,毎週,木,毎週,水,,あ
東灘区,渦森台,2丁目,火金,13,月,毎週,木,毎週,水,,あ
東灘区,渦森台,3丁目,火金,13,月,毎週,木,毎週,水,,あ
東灘区,渦森台,4丁目,火金,13,月,毎週,木,毎週,水,,あ
東灘区,青木,2丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,青木,3丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,青木,4丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,あ
東灘区,青木,5丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,青木,6丁目,月木,13,金,毎週,水,毎週,水,,あ
東灘区,岡本,1丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,2丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,3丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,4丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,5丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,6丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,7丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,8丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,岡本,9丁目,火金,13,木,毎週,月,毎週,水,,あ
東灘区,鴨子ケ原,1丁目,火金,24,月,毎週,木,毎週,水,,か
東灘区,鴨子ケ原,2丁目,火金,24,月,毎週,木,毎週,水,,か
東灘区,鴨子ケ原,3丁目,火金,13,月,毎週,木,毎週,水,,か
東灘区,北青木,1丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,か
東灘区,北青木,2丁目,月木,13,金,毎週,水,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,か
東灘区,北青木,3丁目,月木,13,金,毎週,水,毎週,水,,か
東灘区,北青木,4丁目,月木,13,金,毎週,水,毎週,水,,か
東灘区,甲南町,1丁目,月木,13,火,毎週,金,毎週,水,,か
東灘区,甲南町,2丁目,月木,13,火,毎週,金,毎週,水,,か
東灘区,甲南町,3丁目,月木,13,火,毎週,金,毎週,水,,か
東灘区,甲南町,4丁目,月木,13,火,毎週,金,毎週,水,,か
東灘区,甲南町,5丁目,月木,13,火,毎週,金,毎週,水,,か
東灘区,甲南台,,火金,24,木,毎週,月,毎週,水,,か
東灘区,向洋町中,1丁目,月木,24,火,毎週,水,毎週,水,,か
東灘区,向洋町中,2丁目,月木,24,火,毎週,水,毎週,水,,か
東灘区,向洋町中,3丁目,月木,24,火,毎週,水,毎週,水,,か
東灘区,向洋町中,5丁目,月木,24,火,毎週,水,毎週,水,,か
東灘区,向洋町中,6丁目,月木,24,火,毎週,水,毎週,水,,か
東灘区,向洋町中,7丁目,月木,24,火,毎週,水,毎週,水,,か
東灘区,住吉東町,1丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉東町,2丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉東町,3丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉東町,4丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉東町,5丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,さ
東灘区,住吉本町,1丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,さ
東灘区,住吉本町,2丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,さ
東灘区,住吉本町,3丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,さ
東灘区,住吉南町,1丁目,月木,24,火,毎週,金,毎週,水,,さ
東灘区,住吉南町,2丁目,月木,24,火,毎週,金,毎週,水,,さ
東灘区,住吉南町,3丁目,月木,24,火,毎週,金,毎週,水,,さ
東灘区,住吉南町,4丁目,月木,24,火,毎週,金,毎週,水,,さ
東灘区,住吉南町,5丁目,月木,24,火,毎週,金,毎週,水,,さ
東灘区,住吉宮町,1丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉宮町,2丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉宮町,3丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉宮町,4丁目,火金,24,月,毎週,木,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,さ
東灘区,住吉宮町,5丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉宮町,6丁目,月木,13,火,毎週,金,毎週,水,,さ
東灘区,住吉宮町,7丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,1丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,2丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,3丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,4丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,5丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,6丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,7丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,8丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉山手,9丁目,火金,24,月,毎週,木,毎週,水,,さ
東灘区,住吉台,,火金,24,月,毎週,木,毎週,水,,さ
東灘区,田中町,1丁目,火金,13,木,毎週,月,毎週,水,,た
東灘区,田中町,2丁目,火金,13,木,毎週,月,毎週,水,,た
東灘区,田中町,3丁目,火金,13,木,毎週,月,毎週,水,,た
東灘区,田中町,4丁目,火金,13,木,毎週,月,毎週,水,,た
東灘区,田中町,5丁目,火金,13,木,毎週,月,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,た
東灘区,西岡本,1丁目,火金,13,木,毎週,月,毎週,水,,な
東灘区,西岡本,2丁目,火金,13,木,毎週,月,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,な
東灘区,西岡本,3丁目,火金,13,木,毎週,月,毎週,水,,な
東灘区,西岡本,4丁目,火金,13,木,毎週,月,毎週,水,,な
東灘区,西岡本,5丁目,火金,13,木,毎週,月,毎週,水,,な
東灘区,西岡本,6丁目,火金,13,木,毎週,月,毎週,水,,な
東灘区,西岡本,7丁目,火金,13,木,毎週,月,毎週,水,,な
東灘区,深江北町,1丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江北町,2丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江北町,3丁目（阪神電鉄より南側）,月木,24,金,毎週,火,毎週,水,,は
東灘区,深江北町,3丁目（阪神電鉄より北側）,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江北町,4丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江北町,5丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江本町,1丁目,月木,24,金,毎週,火,毎週,水,,は
東灘区,深江本町,2丁目,月木,24,金,毎週,火,毎週,水,,は
東灘区,深江本町,3丁目,月木,24,金,毎週,火,毎週,水,,は
東灘区,深江本町,4丁目,月木,24,金,毎週,火,毎週,水,,は
東灘区,深江南町,1丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江南町,2丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江南町,3丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,深江南町,4丁目,月木,24,金,毎週,火,毎週,水,,は
東灘区,深江浜町,,-,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,本庄町,1丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,本庄町,2丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,は
東灘区,本庄町,3丁目,月木,24,金,毎週,火,毎週,水,,は
東灘区,御影石町,1丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影石町,2丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影石町,3丁目,月木,13,火,毎週,金,毎週,水,,ま
東灘区,御影石町,4丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影塚町,1丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影塚町,2丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影塚町,3丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影塚町,4丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影中町,1丁目,月木,13,火,毎週,金,毎週,水,,ま
東灘区,御影中町,2丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影中町,3丁目,月木,13,火,毎週,金,毎週,水,,ま
東灘区,御影中町,4丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影中町,5丁目,月木,13,火,毎週,金,毎週,水,,ま
東灘区,御影中町,6丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影中町,7丁目,月木,13,火,毎週,金,毎週,水,,ま
東灘区,御影中町,8丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影本町,1丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,2丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,3丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,4丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,5丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,6丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,7丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影本町,8丁目,月木,24,火,毎週,金,毎週,水,,ま
東灘区,御影山手,1丁目,-,-,-,-,-,-,-,この地域は、同じ町内に収集日が異なる地域があるため収集日を表示することができません。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,御影山手,2丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影山手,3丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影山手,4丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影山手,5丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影山手,6丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影,1丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影,2丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影,3丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影郡家,1丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,御影郡家,2丁目,火金,13,月,毎週,木,毎週,水,,ま
東灘区,本山北町,1丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山北町,2丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山北町,3丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山北町,4丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山北町,5丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山北町,6丁目,-,-,-,-,-,-,-,この地域は、同じ町内に収集日が異なる地域があるため収集日を表示することができません。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山中町,1丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山中町,2丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山中町,3丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山中町,4丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山南町,1丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,2丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,3丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,4丁目,月木,24,金,毎週,火,毎週,水,,ま
東灘区,本山南町,5丁目,月木,13,火,毎週,金,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,6丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,7丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,8丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山南町,9丁目,月木,24,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局東灘事業所（電話：841-0161）へお問合せください。,ま
東灘区,本山町,岡本,火金,13,木,毎週,月,毎週,水,,ま
東灘区,本山町,北畑,火金,24,木,毎週,月,毎週,水,,ま
東灘区,本山町,田中,火金,24,月,毎週,木,毎週,水,,ま
東灘区,森北町,1丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森北町,2丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森北町,3丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森北町,4丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森北町,5丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森北町,6丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森北町,7丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森南町,1丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森南町,2丁目,火金,24,木,毎週,月,毎週,水,,ま
東灘区,森南町,3丁目,火金,24,木,毎週,月,毎週,水,,ま
灘区,青谷町,1丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,青谷町,2丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,青谷町,3丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,青谷町,4丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,1丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,2丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,3丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,4丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,5丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,6丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,7丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤坂通,8丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,赤松町,1丁目,月木,13,火,毎週,金,毎週,水,,あ
灘区,赤松町,2丁目,月木,13,火,毎週,金,毎週,水,,あ
灘区,赤松町,3丁目,月木,13,火,毎週,金,毎週,水,,あ
灘区,天城通,1丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,2丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,3丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,4丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,5丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,6丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,7丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,天城通,8丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,泉通,1丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,泉通,2丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,泉通,3丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,泉通,4丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,泉通,5丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,泉通,6丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,一王山町,,月木,13,火,毎週,金,毎週,水,,あ
灘区,岩屋北町,1丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋北町,2丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋北町,3丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋北町,4丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋北町,5丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋北町,6丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋北町,7丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋中町,1丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋中町,2丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋中町,3丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋中町,4丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋中町,5丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,岩屋南町,,火金,24,木,毎週,月,毎週,水,,あ
灘区,上野通,1丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,2丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,3丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,4丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,5丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,6丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,7丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,上野通,8丁目,火金,24,月,毎週,木,毎週,水,,あ
灘区,烏帽子町,1丁目,月木,13,金,毎週,火,毎週,水,,あ
灘区,烏帽子町,2丁目,月木,13,金,毎週,火,毎週,水,,あ
灘区,烏帽子町,3丁目,月木,13,金,毎週,火,毎週,水,,あ
灘区,王子町,1丁目,火金,13,月,毎週,水,毎週,水,,あ
灘区,王子町,2丁目,火金,13,月,毎週,水,毎週,水,,あ
灘区,王子町,3丁目,火金,13,月,毎週,水,毎週,水,,あ
灘区,大石北町,,火金,24,木,毎週,月,毎週,水,,あ
灘区,大石東町,1丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,あ
灘区,大石東町,2丁目,月木,13,金,毎週,火,毎週,水,,あ
灘区,大石東町,3丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,あ
灘区,大石東町,4丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,あ
灘区,大石東町,5丁目,月木,13,金,毎週,火,毎週,水,注意！敷地内にコンテナ等を設置している集合住宅は収集日が異なる場合があります。収集日はご利用のクリーンステーション看板でご確認いただくか、環境局灘事業所（電話：871-1081）へお問合せください。,あ
灘区,大石東町,6丁目,月木,13,金,毎週,火,毎週,水,,あ
灘区,大石南町,1丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,大石南町,2丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,大石南町,3丁目,火金,24,木,毎週,月,毎週,水,,あ
灘区,大内通,1丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,大内通,2丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,大内通,3丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,大内通,4丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,大内通,5丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,大内通,6丁目,火金,13,木,毎週,水,毎週,水,,あ
灘区,大月台,,月木,24,火,毎週,金,毎週,水,,あ
灘区,大土平町,1丁目,月木,24,火,毎週,金,毎週,水,,あ
灘区,大土平町,2丁目,月木,24,火,毎週,金,毎週,水,,あ
灘区,上河原通,1丁目,月木,24,金,毎週,水,毎週,水,,か
