施設ID,施設名,郵便番号,住所,方書,電話番号,FAX番号,緯度,経度,行政区コード,カテゴリリスト
2925,今津公園,651-2128,西区玉津町今津字東山,,,,34.671988,134.989336,西区,公園
2926,薬師池広場,651-2236,西区櫨谷町栃木字堂の前,,,,34.707981,135.011437,西区,公園
2927,大津和南公園,651-2112,西区大津和1,,,,34.66916,135.03006,西区,公園
2928,桜ヶ谷広場,651-2233,西区櫨谷町福谷字上総代,,,,34.718229,135.036778,西区,公園
2929,桜が丘口の池公園,651-2225,西区桜が丘東町3,,,,34.747918,135.061264,西区,公園
2931,西盛公園,651-2214,西区富士見が丘2,,,,34.759307,135.034928,西区,公園
2932,美穂が丘公園,651-2216,西区美穂が丘4,,,,34.760389,135.04387,西区,公園
2933,前谷公園,651-2114,西区今寺,,,,34.666685,135.024413,西区,公園
2934,持子公園,651-2131,西区持子1,,,,34.670514,134.983499,西区,公園
2935,浄泉寺公園,651-2135,西区王塚台6,,,,34.67366,134.977598,西区,公園
2936,道安公園,651-2132,西区森友4,,,,34.665727,134.981949,西区,公園
2937,大澤西公園,651-2414,西区大沢2,,,,34.706781,134.934924,西区,公園
2938,高津橋公園,651-2122,西区玉津町高津橋字土井ノ内,,,,34.670916,134.994668,西区,公園
2939,大東公園,651-2121,西区水谷1,,,,34.679338,135.000102,西区,公園
2940,学園西町中公園,651-2103,西区学園西町5丁目,,,,34.685306,135.056176,西区,公園
2941,中河原公園,651-2146,西区宮下1,,,,34.68779,134.975737,西区,公園
2942,北山東公園,651-2215,西区北山台2,,,,34.765016,135.032315,西区,公園
2943,月が丘南公園,651-2217,西区月が丘5,,,,34.760008,135.050822,西区,公園
2944,学園西町小寺公園,651-2103,西区学園西町7,,,,34.678945,135.055672,西区,公園
2945,樫野台オリト山公園,651-2275,西区樫野台1,,,,34.704746,135.008339,西区,公園
2946,二ツ屋公園,651-2141,西区天が岡,,,,34.689541,134.992763,西区,公園
2947,玉津東公園,651-2125,西区玉津町新方字東方,,,,34.660221,134.993938,西区,公園
2948,鉋丁池公園,651-2113,西区伊川谷町有瀬字金井場,,,,34.664946,135.02002,西区,公園
2949,竹の南公園,651-2274,西区竹の台1,,,,34.711791,135.01545,西区,公園
2950,秋葉台公園,651-2224,西区秋葉台1,,,,34.74271,135.067205,西区,公園
2951,狩場北公園,651-2272,西区狩場台1,,,,34.7251,135.033723,西区,公園
2952,学園西町南公園,651-2103,西区学園西町7,,,,34.67895,135.055661,西区,公園
2953,竹の北公園,651-2274,西区竹の台6,,,,34.715979,135.014103,西区,公園
3109,舞子公園,655-0047,神戸市垂水区東舞子町2051,,078-785-5090,078-785-5109,34.630962,135.034204,垂水区,公園
