0

HTTP/1.1 200 OK
Server: nginx
Date: Thu, 08 Jun 2017 08:42:46 GMT
Content-Type: application/octet-stream
Transfer-Encoding: chunked
Connection: keep-alive
Pragma: no-cache
Cache-Control: no-cache
Accept-Ranges: bytes
Last-Modified: Thu, 01 Jun 2017 05:15:53 GMT
Content-Range: bytes 0-1065009/1065010
ETag: "1496294153.22-1065010"

1f0f
﻿第三階層,年,月,レコード数,日付,ページ パス レベル 3,ページビュー数,ページ別訪問数,年月
?utf8=✓&s[keyword]=年末年始&s[category_id]=&s[area_id]=130&s[tag]=&s[license]=&sort=released&search=検索,2016年,12月,1,2016/12/19,/?utf8=✓&s[keyword]=年末年始&s[category_id]=&s[area_id]=130&s[tag]=&s[license]=&sort=released&search=検索,1,1,201612
dataset-00000001,2016年,12月,1,2016/12/19,/dataset-00000001,1,1,201612
dataset-00000006,2016年,12月,1,2016/12/19,/dataset-00000006,1,1,201612
dataset-00000007,2016年,12月,1,2016/12/19,/dataset-00000007/,2,2,201612
dataset-00000008,2016年,12月,1,2016/12/19,/dataset-00000008,1,1,201612
dataset-00000008,2016年,12月,1,2016/12/19,/dataset-00000008/,2,2,201612
dataset-00000009,2016年,12月,1,2016/12/19,/dataset-00000009,1,1,201612
dataset-00000009,2016年,12月,1,2016/12/19,/dataset-00000009/,2,2,201612
dataset-00000010,2016年,12月,1,2016/12/19,/dataset-00000010,2,2,201612
dataset-00000010,2016年,12月,1,2016/12/19,/dataset-00000010/,2,2,201612
dataset-00000011,2016年,12月,1,2016/12/19,/dataset-00000011,5,2,201612
dataset-00000011,2016年,12月,1,2016/12/19,/dataset-00000011/,16,9,201612
dataset-00000012,2016年,12月,1,2016/12/19,/dataset-00000012,1,1,201612
dataset-00000012,2016年,12月,1,2016/12/19,/dataset-00000012/,2,2,201612
dataset-00000019,2016年,12月,1,2016/12/19,/dataset-00000019,1,1,201612
gr_0010,2016年,12月,1,2016/12/19,/gr_0010,7,6,201612
gr_0020,2016年,12月,1,2016/12/19,/gr_0020,8,5,201612
gr_0030,2016年,12月,1,2016/12/19,/gr_0030,4,4,201612
gr_0040,2016年,12月,1,2016/12/19,/gr_0040,9,6,201612
gr_0050,2016年,12月,1,2016/12/19,/gr_0050,6,6,201612
gr_0060,2016年,12月,1,2016/12/19,/gr_0060,4,3,201612
gr_0080,2016年,12月,1,2016/12/19,/gr_0080,4,4,201612
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2016年,12月,1,2016/12/19,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2,1,201612
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2016年,12月,1,2016/12/19,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi/,1,1,201612
org_0230,2016年,12月,1,2016/12/19,/org_0230,3,1,201612
?s[area_id]=130,2016年,12月,1,2016/12/20,/?s[area_id]=130,2,1,201612
?s[category_id]=30,2016年,12月,1,2016/12/20,/?s[category_id]=30,2,2,201612
?utf8=✓&s[keyword]=5374&s[category_id]=30&s[area_id]=&s[tag]=&s[license]=&sort=released&search=検索,2016年,12月,1,2016/12/20,/?utf8=✓&s[keyword]=5374&s[category_id]=30&s[area_id]=&s[tag]=&s[license]=&sort=released&search=検索,2,1,201612
?utf8=✓&s[keyword]=灰&s[category_id]=30&s[area_id]=&s[tag]=&s[license]=&sort=released&search=検索,2016年,12月,1,2016/12/20,/?utf8=✓&s[keyword]=灰&s[category_id]=30&s[area_id]=&s[tag]=&s[license]=&sort=released&search=検索,1,1,201612
28,2016年,12月,1,2016/12/20,/28,1,1,201612
28,2016年,12月,1,2016/12/20,/28/,2,2,201612
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0010,2016年,12月,1,2016/12/20,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0010,1,1,201612
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2016年,12月,1,2016/12/20,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,1,1,201612
dataset-00000002,2016年,12月,1,2016/12/20,/dataset-00000002,1,1,201612
dataset-00000003,2016年,12月,1,2016/12/20,/dataset-00000003,1,1,201612
dataset-00000007,2016年,12月,1,2016/12/20,/dataset-00000007,3,2,201612
dataset-00000007,2016年,12月,1,2016/12/20,/dataset-00000007/,6,6,201612
dataset-00000008,2016年,12月,1,2016/12/20,/dataset-00000008,2,1,201612
dataset-00000008,2016年,12月,1,2016/12/20,/dataset-00000008/,4,2,201612
dataset-00000012,2016年,12月,1,2016/12/20,/dataset-00000012,1,1,201612
dataset-00000019,2016年,12月,1,2016/12/20,/dataset-00000019,1,1,201612
dataset-00000019,2016年,12月,1,2016/12/20,/dataset-00000019/,2,2,201612
dataset-00000051,2016年,12月,1,2016/12/20,/dataset-00000051,2,2,201612
gr_0010,2016年,12月,1,2016/12/20,/gr_0010,7,6,201612
gr_0020,2016年,12月,1,2016/12/20,/gr_0020,10,8,201612
gr_0030,2016年,12月,1,2016/12/20,/gr_0030,4,4,201612
gr_0040,2016年,12月,1,2016/12/20,/gr_0040,5,5,201612
gr_0050,2016年,12月,1,2016/12/20,/gr_0050,6,5,201612
gr_0060,2016年,12月,1,2016/12/20,/gr_0060,1,1,201612
gr_0070,2016年,12月,1,2016/12/20,/gr_0070,3,3,201612
gr_0080,2016年,12月,1,2016/12/20,/gr_0080,5,5,201612
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2016年,12月,1,2016/12/20,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,1,1,201612
?s[category_id]=30,2016年,12月,1,2016/12/21,/?s[category_id]=30,1,1,201612
activity,2016年,12月,1,2016/12/21,/activity/,1,1,201612
dataset-00000002,2016年,12月,1,2016/12/21,/dataset-00000002,2,1,201612
dataset-00000002,2016年,12月,1,2016/12/21,/dataset-00000002/,2,2,201612
dataset-00000005,2016年,12月,1,2016/12/21,/dataset-00000005,2,1,201612
dataset-00000005,2016年,12月,1,2016/12/21,/dataset-00000005/,2,2,201612
dataset-00000007,2016年,12月,1,2016/12/21,/dataset-00000007/,2,2,201612
dataset-00000010,2016年,12月,1,2016/12/21,/dataset-00000010,1,1,201612
dataset-00000011,2016年,12月,1,2016/12/21,/dataset-00000011,4,3,201612
dataset-00000011,2016年,12月,1,2016/12/21,/dataset-00
1000
000011/,8,6,201612
dataset-00000012,2016年,12月,1,2016/12/21,/dataset-00000012,8,3,201612
dataset-00000012,2016年,12月,1,2016/12/21,/dataset-00000012/,28,14,201612
dataset-00000019,2016年,12月,1,2016/12/21,/dataset-00000019,3,2,201612
dataset-00000019,2016年,12月,1,2016/12/21,/dataset-00000019/,4,4,201612
dataset-00000021,2016年,12月,1,2016/12/21,/dataset-00000021,2,2,201612
dataset-00000021,2016年,12月,1,2016/12/21,/dataset-00000021/,4,4,201612
dataset-00000022,2016年,12月,1,2016/12/21,/dataset-00000022,1,1,201612
dataset-00000022,2016年,12月,1,2016/12/21,/dataset-00000022/,2,2,201612
dataset-00000024,2016年,12月,1,2016/12/21,/dataset-00000024,1,1,201612
dataset-00000024,2016年,12月,1,2016/12/21,/dataset-00000024/,2,2,201612
dataset-00000025,2016年,12月,1,2016/12/21,/dataset-00000025,1,1,201612
dataset-00000025,2016年,12月,1,2016/12/21,/dataset-00000025/,2,2,201612
dataset-00000027,2016年,12月,1,2016/12/21,/dataset-00000027,2,1,201612
dataset-00000027,2016年,12月,1,2016/12/21,/dataset-00000027/,4,2,201612
dataset-00000028,2016年,12月,1,2016/12/21,/dataset-00000028,1,1,201612
dataset-00000028,2016年,12月,1,2016/12/21,/dataset-00000028/,2,2,201612
dataset-00000029,2016年,12月,1,2016/12/21,/dataset-00000029,1,1,201612
dataset-00000029,2016年,12月,1,2016/12/21,/dataset-00000029/,2,2,201612
dataset-00000030,2016年,12月,1,2016/12/21,/dataset-00000030,1,1,201612
dataset-00000030,2016年,12月,1,2016/12/21,/dataset-00000030/,2,2,201612
dataset-00000031,2016年,12月,1,2016/12/21,/dataset-00000031,2,1,201612
dataset-00000031,2016年,12月,1,2016/12/21,/dataset-00000031/,4,2,201612
dataset-00000032,2016年,12月,1,2016/12/21,/dataset-00000032,1,1,201612
dataset-00000032,2016年,12月,1,2016/12/21,/dataset-00000032/,2,2,201612
dataset-00000033,2016年,12月,1,2016/12/21,/dataset-00000033,1,1,201612
dataset-00000033,2016年,12月,1,2016/12/21,/dataset-00000033/,2,2,201612
dataset-00000036,2016年,12月,1,2016/12/21,/dataset-00000036,2,2,201612
dataset-00000036,2016年,12月,1,2016/12/21,/dataset-00000036/,6,6,201612
dataset-00000037,2016年,12月,1,2016/12/21,/dataset-00000037,1,1,201612
dataset-00000037,2016年,12月,1,2016/12/21,/dataset-00000037/,1,1,201612
dataset-00000053,2016年,12月,1,2016/12/21,/dataset-00000053,1,1,201612
dataset-00000054,2016年,12月,1,2016/12/21,/dataset-00000054,2,2,201612
dataset-00000054,2016年,12月,1,2016/12/21,/dataset-00000054/,2,2,201612
gr_0010,2016年,12月,1,2016/12/21,/gr_0010,4,3,201612
gr_0020,2016年,12月,1,2016/12/21,/gr_0020,6,5,201612
gr_0020?page=2,2016年,12月,1,2016/12/21,/gr_0020?page=2,3,2,201612
gr_0030,2016年,12月,1,2016/12/21,/gr_0030,1,1,201612
gr_0040,2016年,12月,1,2016/12/21,/gr_0040,5,3,201612
gr_0050,2016年,12月,1,2016/12/21,/gr_0050,6,4,201612
gr_0060,2016年,12月,1,2016/12/21,/gr_0060,3,2,201612
gr_0070,2016年,12月,1,2016/12/21,/gr_0070,5,5,201612
gr_0080,2016年,12月,1,2016/12/21,/gr_0080,1,1,201612
groups,2016年,12月,1,2016/12/21,/groups/,1,1,201612
org_0160,2016年,12月,1,2016/12/21,/org_0160,1,1,201612
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,2016年,12月,1,2016/12/22,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0040,1,1,201612
dataset-00000001,2016年,12月,1,2016/12/22,/dataset-00000001,1,1,201612
dataset-00000004,2016年,12月,1,2016/12/22,/dataset-00000004,2,2,201612
dataset-00000005,2016年,12月,1,2016/12/22,/dataset-00000005,2,2,201612
dataset-00000006,2016年,12月,1,2016/12/22,/dataset-00000006,1,1,201612
dataset-00000007,2016年,12月,1,2016/12/22,/dataset-00000007,8,4,201612
dataset-00000007,2016年,12月,1,2016/12/22,/dataset-00000007/,30,10,201612
dataset-00000010,2016年,12月,1,2016/12/22,/dataset-00000010,4,3,201612
dataset-00000010,2016年,12月,1,2016/12/22,/dataset-00000010/,2,2,201612
dataset-00000011,2016年,12月,1,2016/12/22,/dataset-00000011,2,1,201612
dataset-00000011,2016年,12月,1,2016/12/22,/dataset-00000011/,2,2,201612
dataset-00000012,2016年,12月,1,2016/12/22,/dataset-00000012,2,2,201612
dataset-
2000
00000012,2016年,12月,1,2016/12/22,/dataset-00000012/,2,2,201612
dataset-00000015,2016年,12月,1,2016/12/22,/dataset-00000015,1,1,201612
dataset-00000015,2016年,12月,1,2016/12/22,/dataset-00000015/,2,2,201612
dataset-00000019,2016年,12月,1,2016/12/22,/dataset-00000019,4,4,201612
dataset-00000019,2016年,12月,1,2016/12/22,/dataset-00000019/,8,6,201612
dataset-00000021,2016年,12月,1,2016/12/22,/dataset-00000021,3,2,201612
dataset-00000021,2016年,12月,1,2016/12/22,/dataset-00000021/,6,4,201612
dataset-00000026,2016年,12月,1,2016/12/22,/dataset-00000026,2,2,201612
dataset-00000026,2016年,12月,1,2016/12/22,/dataset-00000026/,4,4,201612
dataset-00000045,2016年,12月,1,2016/12/22,/dataset-00000045,1,1,201612
dataset-00000045,2016年,12月,1,2016/12/22,/dataset-00000045/,2,2,201612
dataset-00000047,2016年,12月,1,2016/12/22,/dataset-00000047,1,1,201612
dataset-00000047,2016年,12月,1,2016/12/22,/dataset-00000047/,2,2,201612
dataset-00000051,2016年,12月,1,2016/12/22,/dataset-00000051,1,1,201612
dataset-00000053,2016年,12月,1,2016/12/22,/dataset-00000053,1,1,201612
dataset-00000054,2016年,12月,1,2016/12/22,/dataset-00000054,3,2,201612
ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,2016年,12月,1,2016/12/22,/ea98c354-262b-4cff-a061-477b74f43bcc?groups=gr_0040,1,1,201612
gr_0010,2016年,12月,1,2016/12/22,/gr_0010,15,10,201612
gr_0020,2016年,12月,1,2016/12/22,/gr_0020,20,14,201612
gr_0020?page=2,2016年,12月,1,2016/12/22,/gr_0020?page=2,7,5,201612
gr_0030,2016年,12月,1,2016/12/22,/gr_0030,4,4,201612
gr_0040,2016年,12月,1,2016/12/22,/gr_0040,6,4,201612
gr_0050,2016年,12月,1,2016/12/22,/gr_0050,6,4,201612
gr_0060,2016年,12月,1,2016/12/22,/gr_0060,8,6,201612
gr_0070,2016年,12月,1,2016/12/22,/gr_0070,3,3,201612
gr_0080,2016年,12月,1,2016/12/22,/gr_0080,5,3,201612
activity,2016年,12月,1,2016/12/23,/activity/,1,1,201612
dataset-00000002,2016年,12月,1,2016/12/23,/dataset-00000002,2,1,201612
dataset-00000002,2016年,12月,1,2016/12/23,/dataset-00000002/,6,4,201612
dataset-00000006,2016年,12月,1,2016/12/23,/dataset-00000006,1,1,201612
dataset-00000006,2016年,12月,1,2016/12/23,/dataset-00000006/,2,2,201612
dataset-00000045,2016年,12月,1,2016/12/23,/dataset-00000045,1,1,201612
dataset-00000047,2016年,12月,1,2016/12/23,/dataset-00000047,1,1,201612
dataset-00000049,2016年,12月,1,2016/12/23,/dataset-00000049/,2,1,201612
dataset-00000054,2016年,12月,1,2016/12/23,/dataset-00000054,1,1,201612
dataset-00000054,2016年,12月,1,2016/12/23,/dataset-00000054/,2,2,201612
gr_0010,2016年,12月,1,2016/12/23,/gr_0010,2,2,201612
gr_0020,2016年,12月,1,2016/12/23,/gr_0020,4,1,201612
gr_0030,2016年,12月,1,2016/12/23,/gr_0030,1,1,201612
gr_0040,2016年,12月,1,2016/12/23,/gr_0040,1,1,201612
gr_0050,2016年,12月,1,2016/12/23,/gr_0050,2,1,201612
gr_0070,2016年,12月,1,2016/12/23,/gr_0070,2,1,201612
gr_0080,2016年,12月,1,2016/12/23,/gr_0080,1,1,201612
dataset-00000012,2016年,12月,1,2016/12/24,/dataset-00000012,2,1,201612
dataset-00000012,2016年,12月,1,2016/12/24,/dataset-00000012/,2,2,201612
gr_0050,2016年,12月,1,2016/12/24,/gr_0050,2,1,201612
dataset-00000006,2016年,12月,1,2016/12/25,/dataset-00000006/,2,2,201612
gr_0010,2016年,12月,1,2016/12/25,/gr_0010,1,1,201612
gr_0020,2016年,12月,1,2016/12/25,/gr_0020,2,1,201612
gr_0020?page=2,2016年,12月,1,2016/12/25,/gr_0020?page=2,1,1,201612
gr_0030,2016年,12月,1,2016/12/25,/gr_0030,1,1,201612
gr_0040,2016年,12月,1,2016/12/25,/gr_0040,2,1,201612
gr_0060,2016年,12月,1,2016/12/25,/gr_0060,1,1,201612
gr_0080,2016年,12月,1,2016/12/25,/gr_0080,1,1,201612
gr_9900,2016年,12月,1,2016/12/25,/gr_9900,1,1,201612
kurashi,2016年,12月,1,2016/12/25,/kurashi/,1,1,201612
,2016年,12月,1,2016/12/26,/,3,2,201612
28,2016年,12月,1,2016/12/26,/28,1,1,201612
about,2016年,12月,1,2016/12/26,/about/,1,1,201612
activity,2016年,12月,1,2016/12/26,/activity/,1,1,201612
admin,2016年,12月,1,2016/12/26,/admin,8,2,201612
c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,2016年,12月,1,2016/12/26,/c2ed703e-ebd0-447e-9b14-cd6aac1ecf8b?organization=org_0120,1,1,201612
dataset-00000002,2016年,12月,1,2016/12/26,/dataset-00000002,2,2,201612
dataset-00000002,2016年,12月,1,2016/12/26,/dataset-00000002/,2,2,201612
dataset-00000007,2016年,12月,1,2016/12/26,/dataset-00000007,2,1,201612
dataset-00000007,2016年,12月,1,2016/12/26,/dataset-00000007/,4,2,201612
dataset-00000011,2016年,12月,1,2016/12/26,/dataset-00000011,2,1,201612
dataset-00000011,2016年,12月,1,2016/12/26,/dataset-00000011/,4,2,201612
dataset-00000012,2016年,12月,1,2016/12/26,/dataset-00000012,1,1,201612
dataset-00000012,2016年,12月,1,2016/12/26,/dataset-00000012/,2,2,201612
dataset-00000014,2016年,12月,1,2016/12/26,/dataset-00000014,1,1,201612
dataset-00000019,2016年,12月,1,2016/12/26,/dataset-00000019,2,2,201612
dataset-00000019,2016年,12月,1,2016/12/26,/dataset-00000019/,2,2,201612
dataset-00000045,2016年,12月,1,2016/12/26,/dataset-00000045,5,1,201612
dataset-00000045,2016年,12月,1,2016/12/26,/dataset-00000045/,7,4,201612
dataset-00000053,2016年,12月,1,2016/12/26,/dataset-00000053,4,2,201612
dataset-00000054,2016年,12月,1,2016/12/26,/dataset-00000054,1,1,201612
dataset-00000054,2016年,12月,1,2016/12/26,/dataset-00000054/,2,2,201612
edit,2016年,12月,1,2016/12/26,/edit/,2,2,201612
gr_0010,2016年,12月,1,2016/12/26,/gr_0010,11,8,201612
gr_0020,2016年,12月,1,2016/12/26,/gr_0020,9,4,201612
gr_0020?page=2,2016年,12月,1,2016/12/26,/gr_0020?page=2,3,2,201612
gr_0030,2016年,12月,1,2016/12/26,/gr_0030,2,2,201612
gr_0040,2016年,12月,1,2016/12/26,/gr_0040,6,5,201612
gr_0050,2016年,12月,1,2016/12/26,/gr_0050,2,2,201612
gr_0060,2016年,12月,1,2016/12/26,/gr_0060,1,1,201612
gr_0070,2016年,12月,1,2016/12/26,/gr_0070,3,3,201612
gr_0080,2016年,12月,1,2016/12/26,/gr_0080,2,2,201612
http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,2016年,12月,1,2016/12/26,/http-www-city-kobe-lg-jp-ward-kuyakusho-higashinada-oshirase-kouhoushi,1,1,201612
logged_in,2016年,12月,1,2016/12/26,/logged_in,7,1,201612
logged_out_redirect,2016年,12月,1,2016/12/26,/logged_out_redirect,1,1,201612
login,2016年,12月,1,2016/12/26,/login,5,2,201612
org_0010,2016年,12月,1,2016/12/26,/org_0010,2,2,201612
org_0020,2016年,12月,1,2016/12/26,/org_0020,2,1,201612
org_0040,2016年,12月,1,2016/12/26,/org_0040,2,2,201612
org_0100,2016年,12月,1,2016/12/26,/org_0100,1,1,201612
org_0230,2016年,12月,1,2016/12/26,/org_0230,1,1,201612
reset,2016年,12月,1,2016/12/26,/reset,10,1,201612
statistics,2016年,12月,1,2016/12/26,/statistics/,4,4,201612
?s[license]=All+Rights+Reserved,2016年,12月,1,2016/12/27,/?s[license]=All+Rights+Reserved,1,1,201612
66c3317b-c8a7-4d4b-9919-05f412af1ba3?groups=gr_0010,2016年,12月,1,2016/12/27,/66c3317b-c8a7-4d4b-9919-05f412af1ba3?groups=gr_0010,2,1,201612
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2016年,12月,1,2016/12/27,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060,2,1,201612
b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060&page=2,2016年,12月,1,2016/12/27,/b18a8508-9e22-4355-9d36-d8c4d94b7df9?organization=org_0060&page=2,1,1,201612
dataset-00000001,2016年,12月,1,2016/12/27,/dataset-00000001,1,1,201612
dataset-00000001,2016年,12月,1,2016/12/27,/dataset-00000001/,1,1,201612
dataset-00000003,2016年,12月,1,2016/12/27,/dataset-00000003,2,1,201612
dataset-00000003,2016年,12月,1,2016/12/27,/dataset-00000003/,3,2,201612
dataset-00000005,2016年,12月,1,2016/12/27,/dataset-00000005,3,2,201612
dataset-00000005,2016年,12月,1,2016/12/27,/dataset-00000005/,18,9,201612
dataset-00000006,2016年,12月,1,2016/12/27,/dataset-00000006,4,1,201612
dataset-00000006,2016年,12月,1,2016/12/27,/dataset-00000006/,2,2,201612
dataset-00000007,2016年,12月,1,2016/12/27,/dataset-00000007,5,2,201612
dataset-00000007,2016年,12月,1,2016/12/27,/dataset-00000007/,8,6,201612
dataset-00000011,2016年,12月,1,2016/12/27,/dataset-00000011,2,2,201612
dataset-00000011,2016年,12月,1,2016/12/27,/dataset-00000011/,2,2,201612
2000

dataset-00000019,2016年,12月,1,2016/12/27,/dataset-00000019,5,4,201612
dataset-00000019,2016年,12月,1,2016/12/27,/dataset-00000019/,10,8,201612
dataset-00000049,2016年,12月,1,2016/12/27,/dataset-00000049,1,1,201612
dataset-00000051,2016年,12月,1,2016/12/27,/dataset-00000051,1,1,201612
dataset-00000053,2016年,12月,1,2016/12/27,/dataset-00000053,1,1,201612
edit,2016年,12月,1,2016/12/27,/edit/,2,2,201612
gr_0010,2016年,12月,1,2016/12/27,/gr_0010,10,7,201612
gr_0020,2016年,12月,1,2016/12/27,/gr_0020,13,9,201612
gr_0030,2016年,12月,1,2016/12/27,/gr_0030,3,3,201612
gr_0040,2016年,12月,1,2016/12/27,/gr_0040,6,5,201612
gr_0050,2016年,12月,1,2016/12/27,/gr_0050,2,2,201612
gr_0060,2016年,12月,1,2016/12/27,/gr_0060,1,1,201612
gr_0070,2016年,12月,1,2016/12/27,/gr_0070,2,2,201612
gr_0080,2016年,12月,1,2016/12/27,/gr_0080,5,5,201612
login,2016年,12月,1,2016/12/27,/login,2,2,201612
org_0060,2016年,12月,1,2016/12/27,/org_0060,3,1,201612
resources,2016年,12月,1,2016/12/27,/resources/,3,3,201612
?s[category_id]=30,2016年,12月,1,2016/12/28,/?s[category_id]=30,1,1,201612
dataset-00000003,2016年,12月,1,2016/12/28,/dataset-00000003,2,2,201612
dataset-00000005,2016年,12月,1,2016/12/28,/dataset-00000005,2,2,201612
dataset-00000006,2016年,12月,1,2016/12/28,/dataset-00000006,2,2,201612
dataset-00000006,2016年,12月,1,2016/12/28,/dataset-00000006/,4,2,201612
dataset-00000007,2016年,12月,1,2016/12/28,/dataset-00000007,4,2,201612
dataset-00000007,2016年,12月,1,2016/12/28,/dataset-00000007/,4,4,201612
dataset-00000009,2016年,12月,1,2016/12/28,/dataset-00000009,1,1,201612
dataset-00000011,2016年,12月,1,2016/12/28,/dataset-00000011,5,3,201612
dataset-00000011,2016年,12月,1,2016/12/28,/dataset-00000011/,12,12,201612
dataset-00000012,2016年,12月,1,2016/12/28,/dataset-00000012,4,2,201612
dataset-00000012,2016年,12月,1,2016/12/28,/dataset-00000012/,4,4,201612
dataset-00000048,2016年,12月,1,2016/12/28,/dataset-00000048,2,1,201612
dataset-00000048,2016年,12月,1,2016/12/28,/dataset-00000048/,2,2,201612
dataset-00000053,2016年,12月,1,2016/12/28,/dataset-00000053,1,1,201612
gr_0010,2016年,12月,1,2016/12/28,/gr_0010,6,3,201612
gr_0020,2016年,12月,1,2016/12/28,/gr_0020,2,2,201612
gr_0020?page=1,2016年,12月,1,2016/12/28,/gr_0020?page=1,1,1,201612
gr_0020?page=2,2016年,12月,1,2016/12/28,/gr_0020?page=2,1,1,201612
gr_0030,2016年,12月,1,2016/12/28,/gr_0030,4,4,201612
gr_0040,2016年,12月,1,2016/12/28,/gr_0040,2,2,201612
gr_0050,2016年,12月,1,2016/12/28,/gr_0050,4,2,201612
gr_0060,2016年,12月,1,2016/12/28,/gr_0060,2,2,201612
gr_0070,2016年,12月,1,2016/12/28,/gr_0070,1,1,201612
gr_0080,2016年,12月,1,2016/12/28,/gr_0080,3,3,201612
org_0040,2016年,12月,1,2016/12/28,/org_0040,2,1,201612
dataset-00000009,2016年,12月,1,2016/12/29,/dataset-00000009,1,1,201612
dataset-00000011,2016年,12月,1,2016/12/29,/dataset-00000011,2,1,201612
dataset-00000011,2016年,12月,1,2016/12/29,/dataset-00000011/,2,2,201612
gr_0010,2016年,12月,1,2016/12/29,/gr_0010,1,1,201612
gr_0020,2016年,12月,1,2016/12/29,/gr_0020,1,1,201612
gr_0040,2016年,12月,1,2016/12/29,/gr_0040,2,1,201612
activity,2016年,12月,1,2016/12/30,/activity/,1,1,201612
dataset-00000006,2016年,12月,1,2016/12/30,/dataset-00000006,1,1,201612
dataset-00000010,2016年,12月,1,2016/12/30,/dataset-00000010,3,1,201612
gr_0010,2016年,12月,1,2016/12/30,/gr_0010,1,1,201612
