number,name,zipcode,area,location,lat,lng,category,note
225,神戸市建設局公園砂防部森林整備事務所,651-1102,北区,神戸市北区山田町下谷上字中一里山4-1,34.72059,135.172973,官公庁,対応不可
226,生活共同組合コープこうべ コープ藤原台,651-1302,北区,神戸市北区藤原台中町1丁目2-2,34.821575,135.221037,商業施設,対応不可
227,生活共同組合コープこうべ コープ鈴蘭台東,651-1111,北区,神戸市北区鈴蘭台北町1丁目12番5号,34.72604,135.146131,商業施設,対応不可
228,生活共同組合コープこうべ コープ北鈴蘭台,651-1142,北区,神戸市北区甲栄台4丁目2番24号,34.739488,135.151174,商業施設,対応不可
229,生活共同組合コープこうべ コープデイズ神戸北町,651-1233,北区,神戸市北区日の峰2丁目7,34.755817,135.143683,商業施設,対応不可
230,小部地域福祉センター,651-1111,北区,神戸市北区鈴蘭台北町4-9-9,34.72789,135.149134,小集会場・公民館・地域福祉センター,対応不可
231,泉台地域福祉センター,651-1141,北区,神戸市北区泉台3丁目13-1,34.741576,135.141043,小集会場・公民館・地域福祉センター,対応不可
232,藍那小河地域福祉センター,651-1104,北区,神戸市北区山田町藍那下ノ町77-8,34.734595,135.113137,小集会場・公民館・地域福祉センター,対応不可
233,株式会社 ヒョウ工務店,651-1333,北区,神戸市北区東大池2丁目24-11,34.780429,135.201296,会社・事業所,対応不可
234,六甲山トンネル料金所事務所,651-1331,北区,神戸市北区有野町唐櫃字六甲山4512-7,34.769734,135.21473,会社・事業所,対応不可
235,神戸市道路公社 大沢料金所,651-1522,北区,神戸市北区大沢町上大沢字細池2147-15,34.852346,135.191964,会社・事業所,対応不可
236,神戸市道路公社 柳谷料金所,651-1312,北区,神戸市北区有野町有野字池ノ谷3767-3,34.80606,135.202534,会社・事業所,対応不可
237,神戸市道路公社 有野料金所,651-1312,北区,神戸市北区有野町有野字池ノ谷3764,34.805175,135.201311,会社・事業所,対応不可
238,ザ グランリゾートプリンセス有馬,651-1401,北区,神戸市北区有馬町1338,34.794937,135.252119,宿泊施設,対応不可
239,有馬御苑,651-1401,北区,神戸市北区有馬町1296,34.798052,135.246869,宿泊施設,対応不可
240,有馬温泉ソサエティ,651-1401,北区,神戸市北区有馬町416,34.796442,135.253628,宿泊施設,対応不可
241,ダイヤモンド有馬温泉ソサエティ,651-1401,北区,神戸市北区有馬町423,34.796823,135.254368,宿泊施設,対応不可
242,有馬保養所 瑞宝園,651-1401,北区,神戸市北区有馬町1751,34.796154,135.25438,宿泊施設,対応不可
243,神戸市立神戸セミナーハウス,651-1503,北区,神戸市北区道場町生野318-2,34.851334,135.243846,宿泊施設,対応不可
244,八多地域福祉センター,651-1343,北区,神戸市北区八多町附物393-1,34.821707,135.197381,小集会場・公民館・地域福祉センター,対応不可
245,北五葉地域福祉センター,651-1131,北区,神戸市北区北五葉3丁目7番1号,34.730405,135.136739,小集会場・公民館・地域福祉センター,対応不可
246,大沢地域福祉センター,651-1524,北区,神戸市北区大沢町中大沢字泓996-1,34.854479,135.166602,小集会場・公民館・地域福祉センター,対応不可
247,有野台地域福祉センター,651-1321,北区,神戸市北区有野台2丁目1番,34.811573,135.228137,小集会場・公民館・地域福祉センター,対応不可
248,有野地域福祉センター,651-1313,北区,神戸市北区有野中町2丁目20-19,34.826282,135.224687,小集会場・公民館・地域福祉センター,対応不可
249,君影地域福祉センター,651-1122,北区,神戸市北区君影町1丁目2-10,34.715372,135.135985,小集会場・公民館・地域福祉センター,対応不可
250,筑紫が丘地域福祉センター,651-1212,北区,神戸市北区筑紫が丘3-2-9,34.746075,135.163412,小集会場・公民館・地域福祉センター,対応不可
251,谷上地域福祉センター,651-1100,北区,神戸市北区谷上西町7-3,34.761334,135.169083,小集会場・公民館・地域福祉センター,対応不可
252,星和台鳴子地域福祉センター,651-1133,北区,神戸市北区鳴子2丁目11-1,34.721713,135.126311,小集会場・公民館・地域福祉センター,対応不可
253,山田地域福祉センター,651-1254,北区,神戸市北区山田町福地字ガケノ上18-3,34.767302,135.131049,小集会場・公民館・地域福祉センター,対応不可
254,唐櫃地域福祉センター,651-1332,北区,神戸市北区唐櫃台3丁目27-1,34.788707,135.214714,小集会場・公民館・地域福祉センター,対応不可
255,淡河地域福祉センター,651-1615,北区,神戸市北区淡河町萩原桶垣内323,34.812667,135.104353,小集会場・公民館・地域福祉センター,対応不可
256,長尾地域福祉センター,651-1512,北区,神戸市北区長尾町上津194-1,34.872311,135.20358,小集会場・公民館・地域福祉センター,対応不可
257,ひよどり台地域福祉センター,651-1123,北区,神戸市北区ひよどり台3-8,34.698731,135.121919,小集会場・公民館・地域福祉センター,対応不可
258,西山地域福祉センター,651-1306,北区,神戸市北区菖蒲が丘1丁目14-3,34.839228,135.21752,小集会場・公民館・地域福祉センター,対応不可
259,有野台第二地域福祉センター,651-1321,北区,神戸市北区有野台6丁目22-1,34.811806,135.233032,小集会場・公民館・地域福祉センター,対応不可
260,箕谷地域福祉センター,651-1221,北区,神戸市北区緑町4丁目6-3,34.752339,135.150993,小集会場・公民館・地域福祉センター,対応不可
261,花山地域福祉センター,651-1204,北区,神戸市北区花山東町3-3,34.764793,135.187529,小集会場・公民館・地域福祉センター,対応不可
262,藤原台地域福祉センター,651-1302,北区,神戸市北区藤原台中町7-14-16,34.813791,135.21528,小集会場・公民館・地域福祉センター,対応不可
263,市立鈴蘭台南町保育所,651-1113,北区,神戸市北区鈴蘭台南町4丁目2番28号,34.723291,135.137592,学校・園・児童館,対応不可
264,道場地域福祉センター,651-1502,北区,神戸市北区道場町塩田字西河原1439-3,34.867296,135.230928,小集会場・公民館・地域福祉センター,対応不可
265,上淡河地域福祉センター,651-1623,北区,神戸市北区淡河町野瀬字新田459-2,34.822128,135.151222,小集会場・公民館・地域福祉センター,対応不可
266,大原・桂木地域福祉センター,651-1222,北区,神戸市北区大原3丁目21番,34.749493,135.14033,小集会場・公民館・地域福祉センター,対応不可
267,桂木児童館,651-1223,北区,神戸市北区桂木1丁目2-4,34.748451,135.145759,学校・園・児童館,対応不可
268,ひよどり台交流プラザ,651-1123,北区,神戸市北区ひよどり台3-4-4,34.698071,135.123655,小集会場・公民館・地域福祉センター,対応不可
269,コープこうべ コープ有野,651-1321,北区,神戸市北区有野台2丁目1-6,34.81298,135.228217,商業施設,対応不可
270,コープこうべ コープからと,651-1332,北区,神戸市北区唐櫃台2丁目23番8号,34.791069,135.212233,商業施設,対応不可
271,コープこうべ コープ西鈴蘭台,651-1132,北区,神戸市北区南五葉1丁目1-3,34.723004,135.134282,商業施設,対応不可
272,兵庫県神戸北警察署,651-1142,北区,神戸市北区甲栄台3丁目6-1,34.740559,135.147969,官公庁,24時間利用可
273,兵庫県有馬警察署,651-1301,北区,神戸市北区藤原台北町6丁目18番1号,34.833367,135.224631,官公庁,24時間利用可
274,(株)アイオー精密 神戸工場,651-1516,北区,神戸市北区赤松台2丁目3-1,34.878952,135.175138,会社・事業所,対応不可
275,神戸市立ひよどり台ホーム,651-1124,北区,神戸市北区ひよどり北町3丁目2番地,34.709246,135.120324,福祉施設,24時間利用可
276,大原山公園テニスコート・駐車場,651-1222,北区,神戸市北区大原2丁目31,34.745161,135.137178,体育施設・スポーツクラブ,対応不可
277,掖谷公園テニスコート・駐車場,651-1514,北区,神戸市北区鹿の子台南町5-2,34.857645,135.213179,体育施設・スポーツクラブ,対応不可
278,株式会社 北神社 花浄院,651-1101,北区,神戸市北区山田町小部6番3,34.736689,135.158914,商業施設,対応不可
279,セブンイレブン 神戸淡河町店,651-1603,北区,神戸市北区淡河町淡河648-2,34.813386,135.096578,商業施設,24時間利用可
280,宗教法人法性寺 道場保育園,651-1501,北区,神戸市北区道場町道場106,34.864324,135.230519,学校・園・児童館,対応不可
281,東急ハーヴェストクラブ有馬六彩,651-1401,北区,神戸市北区有馬町341-1,34.794503,135.249893,宿泊施設,24時間利用可
282,エクシブ有馬離宮,651-1401,北区,神戸市北区有馬町1661-11,34.800279,135.242684,宿泊施設,24時間利用可
1,神戸高速鉄道(株) 高速長田駅,653-0016,長田区,神戸市長田区北町1-2,34.667265,135.15178,公共交通機関,対応不可
2,釜田歯科医院,653-0843,長田区,神戸市長田区御屋敷通2丁目3-1,34.661285,135.144407,医療関連施設,対応不可
3,兵庫県立文化体育館,653-0837,長田区,神戸市長田区蓮池町1-1,34.663514,135.144154,体育施設・スポーツクラブ,対応不可
4,神戸市営地下鉄 新長田駅(西神山手線),653-0841,長田区,神戸市長田区松野通1丁目,34.658012,135.14537,公共交通機関,対応不可
5,神戸市営地下鉄 新長田駅(海岸線),653-0038,長田区,神戸市長田区若松町4丁目,34.656385,135.145348,公共交通機関,対応不可
6,神戸市営地下鉄 長田駅,653-0004,長田区,神戸市長田区四番町7丁目,34.668777,135.15183,公共交通機関,対応不可
7,新長田まちづくり(株) アスタくにづか3番館,653-0041,長田区,神戸市長田区久保町6丁目1-1-401,34.653407,135.147194,商業施設,24時間利用可
8,新長田まちづくり(株) アスタプラザウエスト,653-0041,長田区,神戸市長田区大橋町6丁目1-1,34.654824,135.144743,商業施設,24時間利用可
9,長田区役所,653-0016,長田区,神戸市長田区北町3丁目4番地の3,34.665803,135.150959,官公庁,24時間利用可
10,神戸常盤短期大学,653-0838,長田区,神戸市長田区大谷町2丁目6番2号,34.665579,135.141468,学校・園・児童館,対応不可
12,兵庫県立長田高等学校,653-0821,長田区,神戸市長田区池田谷町2丁目5,34.670459,135.144045,学校・園・児童館,対応不可
13,神戸市立 新長田図書館,653-0835,長田区,神戸市長田区細田町7丁目1-27,34.659888,135.144706,公園・文教施設,対応不可
14,神戸信用金庫 西神戸支店,653-0042,長田区,神戸市長田区二葉町4丁目7-11,34.653568,135.148441,商業施設,対応不可
15,医療法事社団 新長田眼科,653-0036,長田区,神戸市長田区腕塚町4丁目2番11号,34.655462,135.147625,医療関連施設,対応不可
16,駒ケ林中学校,653-0038,長田区,神戸市長田区若松町7-1-23,34.654982,135.143573,学校・園・児童館,対応不可
17,高取台中学校,653-0856,長田区,神戸市長田区高取山町1-1-1,34.671515,135.137442,学校・園・児童館,対応不可
18,長田中学校,653-0025,長田区,神戸市長田区真野町8-1,34.661463,135.153485,学校・園・児童館,対応不可
19,雲雀丘中学校,653-0879,長田区,神戸市長田区雲雀ケ丘1-1-1,34.691545,135.134305,学校・園・児童館,対応不可
20,丸山中学校,653-0806,長田区,神戸市長田区大丸町2-17-1,34.677946,135.148731,学校・園・児童館,対応不可
21,西代中学校,653-0827,長田区,神戸市長田区上池田2-4-1,34.668265,135.139763,学校・園・児童館,対応不可
22,育英高等学校,653-0855,長田区,神戸市長田区長尾町2-1-15,34.668171,135.134909,学校・園・児童館,対応不可
23,神戸市立長田公民館,653-0004,長田区,神戸市長田区四番町4丁目51,34.669653,135.15462,官公庁,対応不可
24,こうべ市歯科センター,653-0042,長田区,神戸市長田区二葉町5丁目1-1,34.652742,135.147709,医療関連施設,対応不可
25,新長田勤労市民センター,653-0038,長田区,神戸市長田区若松町5丁目5-1,34.65599,135.144668,集会場・ホール,対応不可
26,ピフレホール,653-0038,長田区,神戸市長田区若松町4丁目2-15,34.656876,135.145965,集会場・ホール,対応不可
27,介護老人保健施設ヴィラ光陽,653-0872,長田区,神戸市長田区大日丘町2丁目7,34.690028,135.137562,福祉施設,24時間利用可
28,神戸市防災コミュニティーセンター,653-0016,長田区,神戸市長田区北町3丁目4-8,34.665948,135.150546,官公庁,対応不可
29,兵庫県立長田商業高等学校,653-0821,長田区,神戸市長田区池田谷町2丁目5,34.670455,135.144041,学校・園・児童館,対応不可
30,近畿産業信用組合長田支店,653-0842,長田区,神戸市長田区水笠通4丁目4-25,34.659553,135.141913,商業施設,対応不可
31,プレノ長田管理組合,653-0811,長田区,神戸市長田区大塚町1丁目8-11,34.670307,135.149191,商業施設,対応不可
32,神戸市営地下鉄 苅藻駅(海岸線),653-0024,長田区,神戸市長田区浜添通5丁目,34.653617,135.156483,公共交通機関,対応不可
33,神戸市営地下鉄 駒ケ林駅(海岸線),653-0035,長田区,神戸市長田区庄田町4丁目,34.651907,135.149811,公共交通機関,対応不可
34,三ツ星ベルト(株)神戸事業所,653-0024,長田区,神戸市長田区浜添通4丁目1-21,34.654978,135.156522,会社・事業所,24時間利用可
35,神戸村野工業高等学校,653-0003,長田区,神戸市長田区五番町8丁目5,34.667347,135.150047,学校・園・児童館,対応不可
36,ミヨシ油脂(株)神戸工場,653-0032,長田区,神戸市長田区苅藻通7-1-48,34.651685,135.156406,会社・事業所,24時間利用可
37,山陽電気鉄道 西代駅,653-0843,長田区,神戸市長田区御屋敷通2丁目6-1,34.662548,135.144329,公共交通機関,対応不可
38,愛の園あんしんすこやかセンター,653-0811,長田区,神戸市長田区大塚町5丁目1-7,34.673125,135.147226,福祉施設,対応不可
39,室内小学校,653-0803,長田区,神戸市長田区前原町1丁目17-1,34.673351,135.154165,学校・園・児童館,対応不可
40,名倉小学校,653-0801,長田区,神戸市長田区房王寺町4丁目7-15,34.680112,135.148211,学校・園・児童館,対応不可
41,雲雀ヶ丘小学校,653-0879,長田区,神戸市長田区雲雀ヶ丘1丁目1-2,34.690925,135.135469,学校・園・児童館,対応不可
42,丸山小学校,653-0874,長田区,神戸市長田区西丸山町3丁目2-1,34.686551,135.137599,学校・園・児童館,対応不可
43,宮川小学校,653-0812,長田区,神戸市長田区長田町4丁目1-1,34.672013,135.147144,学校・園・児童館,対応不可
44,池田小学校,653-0824,長田区,神戸市長田区池田上町19,34.6681,135.145577,学校・園・児童館,対応不可
45,蓮池小学校,653-0838,長田区,神戸市長田区大谷町1丁目1-10,34.662736,135.143379,学校・園・児童館,対応不可
46,長田小学校,653-0862,長田区,神戸市長田区西山町2丁目4-1,34.672298,135.143529,学校・園・児童館,対応不可
47,五位ノ池小学校,653-0851,長田区,神戸市長田区五位ノ池町2丁目3-1,34.666189,135.136622,学校・園・児童館,対応不可
48,御蔵小学校,653-0013,長田区,神戸市長田区一番町4丁目1,34.666384,135.154987,学校・園・児童館,対応不可
49,真野小学校,653-0032,長田区,神戸市長田区苅藻通3丁目4-32,34.656902,135.15422,学校・園・児童館,対応不可
50,長田南小学校,653-0836,長田区,神戸市長田区神楽町1丁目3-1,34.66197,135.150151,学校・園・児童館,対応不可
51,真陽小学校,653-0042,長田区,神戸市長田区二葉町1丁目5-5,34.655576,135.151862,学校・園・児童館,対応不可
52,駒ケ林小学校,653-0051,長田区,神戸市長田区野田町6丁目1-16,34.650057,135.141541,学校・園・児童館,対応不可
53,昭和シェル石油(株)神戸事業所,653-0055,長田区,神戸市長田区浪松町6丁目1-17,34.646394,135.138469,会社・事業所,対応不可
55,(株)三井住友銀行長田支店,653-0004,長田区,神戸市長田区四番町8丁目6-1,34.66786,135.150704,商業施設,対応不可
56,丸正建設株式会社,653-0801,長田区,神戸市長田区房王寺町7丁目2-7,34.680274,135.150541,会社・事業所,対応不可
57,ゆうとぴ庵西神戸,653-0855,長田区,神戸市長田区長尾町2丁目13-14,34.669238,135.133812,会社・事業所,対応不可
58,建設局中央水環境センター,653-0044,長田区,神戸市長田区南駒栄町1-44,34.647695,135.151464,官公庁,対応不可
59,阪本歯科医院,653-0805,長田区,神戸市長田区片山町5-11-24-105,34.677845,135.146774,医療関連施設,対応不可
60,神戸野田高等学校,653-0052,長田区,神戸市長田区海運町6-1-7,34.649376,135.141229,学校・園・児童館,対応不可
61,神戸信用金庫 長田支店,653-0812,長田区,神戸市長田区長田町2丁目1-6,34.670152,135.148043,商業施設,対応不可
62,長田庄山地域福祉センター,653-0853,長田区,神戸市長田区庄山町2丁目1-6,34.662402,135.136004,小集会場・公民館・地域福祉センター,対応不可
63,コナミスポーツクラブ新長田,653-0038,長田区,神戸市長田区若松町5丁目2-1,34.655566,135.145319,体育施設・スポーツクラブ,対応不可
64,環境局 長田事業所,653-0025,長田区,神戸市長田区真野町9-24,34.660832,135.151938,官公庁,対応不可
65,苅藻島クリーンセンター,653-0033,長田区,神戸市長田区苅藻島町3丁目12-28,34.648428,135.160859,官公庁,対応不可
66,兵庫韓国文化教育院 在日本大韓民国民団,653-0031,長田区,神戸市長田区西尻池町2丁目4-30,34.658504,135.150697,会社・事業所,対応不可
67,ジョイプラザ管理事務所,653-0038,長田区,神戸市長田区若松町5丁目5-1,34.656508,135.144649,商業施設,対応不可
68,高取台サンハイツ,653-0827,長田区,神戸市長田区上池田3丁目17-8,34.670193,135.138442,集合住宅,対応不可
69,おおにし歯科,653-0024,長田区,神戸市長田区浜添通3丁目4-10,34.656614,135.155645,医療関連施設,対応不可
70,ディサービスセンターふれんど神戸,653-0801,長田区,神戸市長田区房王寺町7丁目1-7,34.67998,135.150981,福祉施設,対応不可
72,神戸市立本庄保育所,653-0053,長田区,神戸市長田区本庄町6丁目6-3,34.648995,135.139945,学校・園・児童館,対応不可
73,神戸市立長田保育所,653-0811,長田区,神戸市長田区大塚町1丁目1-31,34.670483,135.150865,学校・園・児童館,対応不可
74,神戸市立浪松保育所,653-0055,長田区,神戸市長田区浪松町2丁目1-7,34.650871,135.13528,学校・園・児童館,対応不可
75,神戸市立しりいけ保育所,653-0022,長田区,神戸市長田区東尻池町6丁目3-37,34.657016,135.157571,学校・園・児童館,対応不可
77,神戸市立房王寺保育所,653-0801,長田区,神戸市長田区房王寺町5丁目1-5-100,34.680125,135.148872,学校・園・児童館,対応不可
78,神戸市立五位の池児童館,653-0855,長田区,神戸市長田区長尾町1丁目4-30,34.666467,135.136337,学校・園・児童館,対応不可
79,神戸市立菅原保育所,653-0015,長田区,神戸市長田区菅原通1丁目72-1,34.666391,135.158208,学校・園・児童館,対応不可
80,神戸市立明泉寺保育所,653-0884,長田区,神戸市長田区明泉寺町1丁目6-8,34.679085,135.144265,学校・園・児童館,対応不可
82,神戸市立長田東保育所,653-0004,長田区,神戸市長田区四番町3丁目4-49,34.670737,135.155881,学校・園・児童館,対応不可
83,丸山地域福祉センター,653-0875,長田区,神戸市長田区丸山町2丁目-3-50,34.683015,135.140175,小集会場・公民館・地域福祉センター,対応不可
84,神戸市立細田児童館,653-0835,長田区,神戸市長田区細田町7丁目1-30,34.659887,135.144704,学校・園・児童館,対応不可
85,神戸市立駒栄保育所,653-0034,長田区,神戸市長田区駒栄町3丁目1-17,34.652501,135.150901,学校・園・児童館,対応不可
86,神戸市立長田児童館,653-0004,長田区,神戸市長田区四番町4丁目54,34.67,135.154042,学校・園・児童館,対応不可
87,神戸市立長楽児童館,653-0052,長田区,神戸市長田区海運町7丁目1-23,34.648652,135.142126,学校・園・児童館,対応不可
88,神戸市立池田児童館,653-0814,長田区,神戸市長田区池田広町41-10,34.67012,135.144687,学校・園・児童館,対応不可
89,神戸市立大日丘児童館,653-0872,長田区,神戸市長田区大日丘町3丁目8-10,34.688943,135.135773,学校・園・児童館,対応不可
90,神戸市立志里池児童館,653-0032,長田区,神戸市長田区苅藻通1丁目4-7,34.659622,135.152253,学校・園・児童館,対応不可
91,街かどケアホームのどか,653-0879,長田区,神戸市長田区雲雀ヶ丘1丁目2-5,34.690929,135.134268,福祉施設,対応不可
93,グリーンコート新生,653-0854,長田区,神戸市長田区平和台町2丁目1-23,34.665961,135.134092,福祉施設,対応不可
94,兵庫県立夢野台高校,653-0801,長田区,神戸市長田区房王寺町2丁目1-1,34.677166,135.153692,学校・園・児童館,対応不可
95,兵庫県長田警察署,653-0016,長田区,神戸市長田区北町3丁目4番9号,34.666446,135.15078,官公庁,24時間利用可
96,神戸市立西野幼稚園,653-0802,長田区,神戸市長田区重池町1丁目10-8,34.675604,135.154781,学校・園・児童館,対応不可
97,高取山中ノ茶屋記帳所,653-0856,長田区,神戸市長田区高取山町8,34.676131,135.135696,商業施設,対応不可
98,宮川地域福祉センター,653-0812,長田区,神戸市長田区長田町2丁目2-1,34.670885,135.148158,小集会場・公民館・地域福祉センター,対応不可
99,神戸市立片山児童館,653-0805,長田区,神戸市長田区片山町3丁目2-11,34.675055,135.149184,学校・園・児童館,対応不可
100,高取山地域福祉センター,653-0856,長田区,神戸市長田区高取山町1丁目2-3,34.670046,135.136694,小集会場・公民館・地域福祉センター,対応不可
101,長田地域福祉センター,653-0862,長田区,神戸市長田区西山町2丁目4-1,34.672299,135.143527,小集会場・公民館・地域福祉センター,対応不可
103,若松地域福祉センター,653-0038,長田区,神戸市長田区若松町8丁目2-13,34.65426,135.142217,小集会場・公民館・地域福祉センター,対応不可
104,真陽地域福祉センター,653-0041,長田区,神戸市長田区久保町3丁目9-6,34.654402,135.149014,小集会場・公民館・地域福祉センター,対応不可
106,西神戸県民税事務所,653-0055,長田区,神戸市長田区浪松町3丁目2-5,34.649531,135.135763,官公庁,対応不可
107,高取台ロイヤルマンション,653-0861,長田区,神戸市長田区林山町1-16 高取台ロイヤルマンション,34.677227,135.142811,集合住宅,対応不可
108,三井製糖株式会社 長田工場,653-0023,長田区,神戸市長田区東尻池新町1-26,34.656636,135.159048,会社・事業所,対応不可
109,細田地域福祉センター,653-0835,長田区,神戸市長田区細田町7丁目1-30,34.659887,135.144708,小集会場・公民館・地域福祉センター,対応不可
110,二葉地域福祉センター,653-0042,長田区,神戸市長田区二葉町6丁目5-1,34.652313,135.147323,小集会場・公民館・地域福祉センター,対応不可
111,神戸市立地域人材支援センター 特定非営利活動法人 ふたば,653-0042,長田区,神戸市長田区二葉町7-1-18,34.651679,135.146208,官公庁,対応不可
112,久保商店(水笠通公園管理会),653-0842,長田区,神戸市長田区水笠通1丁目2-7,34.660689,135.144506,商業施設,対応不可
113,介護老人保健施設神戸長者町白寿苑,653-0866,長田区,神戸市長田区長者町19-1,34.681598,135.132363,福祉施設,対応不可
114,高齢者ケアセンターながたサテライト宮丘,653-0000,長田区,神戸市長田区宮丘1丁目3-11,34.672251,135.140452,福祉施設,24時間利用可
115,特別養護老人ホーム 長田すみれ園,653-0877,長田区,神戸市長田区鹿松町2丁目9-43,34.684323,135.130608,福祉施設,対応不可
116,高取台幼稚園,653-0827,長田区,神戸市長田区上池田3丁目17-6,34.670003,135.138623,学校・園・児童館,対応不可
117,名倉みふね幼稚園,653-0883,長田区,神戸市長田区名倉町2丁目5-5,34.677799,135.144671,学校・園・児童館,対応不可
118,あけぼの幼稚園,653-0805,長田区,神戸市長田区片山町1丁目6-12,34.671582,135.151483,学校・園・児童館,対応不可
119,近田幼稚園,653-0034,長田区,神戸市長田区駒栄町4丁目1-11,34.652262,135.150701,学校・園・児童館,対応不可
120,学校法人天神学園名倉幼稚園,653-0882,長田区,神戸市長田区長田天神町1丁目17-13,34.680568,135.14623,学校・園・児童館,対応不可
121,市立真野児童館,653-0022,長田区,神戸市長田区東尻池町6丁目3-19,34.656753,135.156767,学校・園・児童館,対応不可
122,しろはな幼稚園,653-0822,長田区,神戸市長田区池田寺町25番地,34.668781,135.145528,学校・園・児童館,対応不可
123,長田すみれビレッジ,653-0801,長田区,神戸市長田区房王寺町2丁目3-25,34.677383,135.15243,福祉施設,対応不可
124,グループホーム ハナ,653-0031,長田区,神戸市長田区西尻池町2丁目4番28号,34.658746,135.150632,福祉施設,対応不可
125,生活協同組合コープ神戸 コープ長田,653-0805,長田区,神戸市長田区片山町2丁目18-17,34.673728,135.147724,商業施設,対応不可
126,生活協同組合コープ神戸 コープ丸山,653-0874,長田区,神戸市長田区西丸山町1丁目7-23,34.685794,135.140636,商業施設,対応不可
127,市立ケアハウス松寿園,653-0875,長田区,神戸市長田区丸山町2丁目3-17,34.683936,135.139803,福祉施設,24時間利用可
128,(株)築港カルモ倉庫,653-0000,長田区,神戸市長田区苅藻島1-1-12,34.649959,135.162054,会社・事業所,対応不可
129,コープこうべ コープミニ真野,653-0024,長田区,神戸市長田区浜添通3丁目4-10,34.6566,135.155454,商業施設,対応不可
130,神戸市立 ふたば保育所,653-0042,長田区,神戸市長田区二葉町7丁目1-30,34.652163,135.146291,学校・園・児童館,対応不可
131,(有)大清産廃,653-0033,長田区,神戸市長田区苅藻島1丁目1-43,34.648919,135.159126,会社・事業所,対応不可
132,株式会社 イノウエ,653-0023,長田区,神戸市長田区東尻池町9丁目1-20,34.653689,135.158113,会社・事業所,対応不可
133,志里池地域福祉センター,653-0022,長田区,神戸市長田区東尻池町1丁目14-4,34.660883,135.154258,小集会場・公民館・地域福祉センター,対応不可
134,兵庫県警長田警察署 新長田駅前交番,653-0038,長田区,神戸市長田区若松町5丁目5-2,34.65653,135.143981,官公庁,24時間利用可
135,アスタプラザファースト地下1階 新長田鉄人前献血ルーム,653-0038,長田区,神戸市長田区若松町5丁目2-1,34.655526,135.145207,医療関連施設,対応不可
136,おかばやし内科医院,6530015,長田区,神戸市長田区菅原通4丁目202-3 キクヤ第2ビル2階,34.663764,135.155536,医療関連施設,対応不可
137,オギノ医院,653-0037,長田区,神戸市長田区大橋町4丁目4-9-205,34.655859,135.146304,医療関連施設,対応不可
138,小松クリニック,653-0855,長田区,神戸市長田区長尾町2丁目3-5,34.666835,135.13473,医療関連施設,対応不可
139,丸山病院,6530875,長田区,神戸市長田区丸山町3丁目4-22,34.683194,135.139799,医療関連施設,対応不可
140,神戸市総合療育センター,6530875,長田区,神戸市長田区丸山町2丁目3-50,34.683287,135.140136,福祉施設,対応不可
141,すみこ内科・循環器科,653-0055,長田区,神戸市長田区浪松町2-2-19 藤原ビル1階,34.650486,135.13491,医療関連施設,対応不可
142,故郷の家・神戸,653-0022,長田区,神戸市長田区東池尻町7-4-21,34.655791,135.157041,福祉施設,24時間利用可
143,名倉地域福祉センター,653-0801,長田区,神戸市長田区房王寺町4丁目7-15,34.679844,135.148073,小集会場・公民館・地域福祉センター,対応不可
144,真野地域福祉センター,653-0022,長田区,神戸市長田区東尻池町6丁目3-19,34.656599,135.15679,小集会場・公民館・地域福祉センター,対応不可
145,池田地域福祉センター,653-0831,長田区,神戸市長田区蓮宮通4丁目11,34.666428,135.145266,小集会場・公民館・地域福祉センター,対応不可
1,学校法人 須磨学園 本館、新館、体育館、総合グラウンド,654-0009,須磨区,神戸市須磨区板宿町3丁目15番14号,34.663844,135.127035,学校・園・児童館,対応不可
2,学校法人 須磨学園 須磨総合グラウンド,654-0101,須磨区,神戸市須磨区白川字高尾8-38,34.693202,135.113404,学校・園・児童館,対応不可
3,神戸女子大学,654-0018,須磨区,神戸市須磨区東須磨青山2-1,34.657661,135.10975,学校・園・児童館,対応不可
4,オリックス野球クラブ(株) ほっともっとフィールド神戸,654-0163,須磨区,神戸市須磨区緑台3251-10,34.680643,135.073414,体育施設・スポーツクラブ,対応不可
5,北須磨団地自治会(北須磨団地自治会館),654-0142,須磨区,神戸市須磨区友が丘7丁目275,34.669666,135.097068,小集会場・公民館・地域福祉センター,対応不可
6,神戸総合運動公園管理センター,654-0163,須磨区,神戸市須磨区緑台,34.680849,135.076749,体育施設・スポーツクラブ,対応不可
7,神戸総合運動公園ユニバー記念競技場,654-0163,須磨区,神戸市須磨区緑台,34.682257,135.080468,体育施設・スポーツクラブ,対応不可
8,神戸総合運動公園グリーンアリーナ神戸,654-0163,須磨区,神戸市須磨区緑台,34.678423,135.074925,体育施設・スポーツクラブ,対応不可
9,神戸総合運動公園テニスコート,654-0163,須磨区,神戸市須磨区緑台,34.676754,135.076986,体育施設・スポーツクラブ,対応不可
10,社会福祉法人あんず会 特別養護老人ホーム須磨浦の里,654-0076,須磨区,神戸市須磨区一ノ谷町3丁目3-21,34.640395,135.10145,福祉施設,対応不可
11,神戸市営地下鉄 名谷駅,654-0154,須磨区,神戸市須磨区中落合2丁目3-1,34.679434,135.09407,公共交通機関,対応不可
12,神戸市立国民宿舎須磨荘(シーパル須磨),654-0055,須磨区,神戸市須磨区須磨浦通1丁目1-1,34.643693,135.122617,宿泊施設,24時間利用可
13,神戸市立須磨海浜水族園,654-0049,須磨区,神戸市須磨区若宮町1-3-5,34.643941,135.127845,公園・文教施設,対応不可
