number,name,zipcode,area,location,lat,lng,category,note
1,神戸大学 保健管理センター深江分室,658-0022,東灘区,神戸市東灘区深江南町5-1-1,34.719177,135.289308,学校・園・児童館,対応不可
2,神戸新交通(株) 住吉駅,658-0051,東灘区,神戸市東灘区住吉本町1-2,34.719504,135.262343,公共交通機関,対応不可
3,生活協同組合コープこうべ シーア店,658-0051,東灘区,神戸市東灘区住吉本町1-2-1,34.720035,135.262529,商業施設,対応不可
4,生活協同組合コープこうべ 本部,658-0051,東灘区,神戸市東灘区住吉本町1-3-19,34.720082,135.260883,会社・事業所,対応不可
5,生活協同組合コープこうべ 生活文化センター,658-0081,東灘区,神戸市東灘区田中町5丁目3-20,34.721199,135.267181,体育施設・スポーツクラブ,対応不可
6,コナミスポーツクラブ 本山南,658-0014,東灘区,神戸市東灘区北青木2-10-5,34.720976,135.284062,体育施設・スポーツクラブ,対応不可
7,たかぎ歯科医院,658-0081,東灘区,神戸市東灘区田中町1-11-19,34.725901,135.276882,医療関連施設,対応不可
8,東急スポーツオアシス住吉,658-0051,東灘区,神戸市東灘区住吉本町1-1-2住吉NKビル3F,34.720148,135.263439,体育施設・スポーツクラブ,対応不可
9,東灘区民センター,658-0052,東灘区,神戸市東灘区住吉東町5丁目1-16,34.719203,135.263192,集会場・ホール,対応不可
10,東灘区役所,658-0052,東灘区,神戸市東灘区住吉東町5丁目2-1,34.72012,135.265547,官公庁,24時間利用可
11,神戸市立 東灘図書館,658-0052,東灘区,神戸市東灘区住吉東町2丁目3-40,34.719444,135.266443,公園・文教施設,対応不可
12,神戸市立 東灘体育館,658-0025,東灘区,神戸市東灘区魚崎南町6丁目5-11,34.714821,135.278127,体育施設・スポーツクラブ,対応不可
13,神戸市立 魚崎中学校,658-0025,東灘区,神戸市東灘区魚崎南町1-2-1,34.713565,135.279923,学校・園・児童館,対応不可
14,神戸市立 渦が森小学校,658-0066,東灘区,神戸市東灘区渦森台1-12-1,34.738766,135.250876,学校・園・児童館,対応不可
15,神戸市立 住吉中学校,658-0063,東灘区,神戸市東灘区住吉山手1-11-1,34.725595,135.259048,学校・園・児童館,対応不可
16,神戸市立 福池小学校,658-0015,東灘区,神戸市東灘区本山南町4-4-28,34.721342,135.279532,学校・園・児童館,対応不可
17,神戸市立 本庄中学校,658-0027,東灘区,神戸市東灘区青木4-4-2,34.720049,135.287978,学校・園・児童館,対応不可
18,神戸市立 御影中学校,658-0054,東灘区,神戸市東灘区御影中町5-1-1,34.715768,135.253816,学校・園・児童館,対応不可
19,神戸市立 本山第二小学校,658-0073,東灘区,神戸市東灘区西岡本1-3-1,34.724985,135.270147,学校・園・児童館,対応不可
20,神戸市立 本山中学校,658-0072,東灘区,神戸市東灘区岡本3-3-1,34.725279,135.271352,学校・園・児童館,対応不可
21,神戸市立 本山南中学校,658-0081,東灘区,神戸市東灘区田中町4-12-1,34.723213,135.271277,学校・園・児童館,対応不可
22,神戸市立 友生支援学校住吉分校,658-0052,東灘区,神戸市東灘区住吉東町4-1-58,34.717191,135.265659,学校・園・児童館,対応不可
23,神戸ファッションマート,658-0032,東灘区,神戸市東灘区向洋町中6丁目9番地,34.689297,135.268638,商業施設,24時間利用可
24,(株)兵食 六甲アイランド冷蔵庫,658-0033,東灘区,神戸市東灘区向洋町西2丁目,34.692977,135.256811,会社・事業所,対応不可
25,神戸市立 向洋小学校,658-0032,東灘区,神戸市東灘区向洋町中6,34.687729,135.264483,学校・園・児童館,対応不可
26,神戸市立 向洋中学校,658-0032,東灘区,神戸市東灘区向洋町中2,34.689972,135.274235,学校・園・児童館,対応不可
27,六甲アイランド高校,658-0032,東灘区,神戸市東灘区向洋町中4-4,34.684799,135.271681,学校・園・児童館,対応不可
29,ケイヒン(株)六甲冷蔵流通センター,658-0033,東灘区,神戸市東灘区向洋町西2丁目1,34.691446,135.255647,会社・事業所,対応不可
30,ハイテック神戸訪問介(看)護サービス-1,658-0051,東灘区,神戸市東灘区住吉本町2-4-11,34.719666,135.259492,福祉施設,対応不可
31,阪神御影駅,658-0046,東灘区,神戸市東灘区御影本町4-12-4,34.714844,135.255793,公共交通機関,対応不可
32,株式会社 兵食 東部冷蔵庫,658-0023,東灘区,神戸市東灘区深江浜町10番地,34.710607,135.293275,会社・事業所,対応不可
33,財団法人兵庫県予防医学協会,658-0046,東灘区,神戸市東灘区御影本町6-5-2,34.712488,135.255689,医療関連施設,対応不可
34,山御影ゴルフセンター,658-0065,東灘区,神戸市東灘区御影山手4-12-1,34.725424,135.245931,体育施設・スポーツクラブ,対応不可
35,白鶴酒造株式会社,658-0041,東灘区,神戸市東灘区住吉南町4-5-5,34.710291,135.260942,会社・事業所,対応不可
36,白鶴酒造株式会社 旭蔵工場,658-0041,東灘区,神戸市東灘区住吉南町5-10-12,34.712909,135.259905,会社・事業所,対応不可
37,ハイテック神戸訪問介(看)護サービス-2,658-0054,東灘区,神戸市東灘区御影中町6-4-23,34.718746,135.252848,福祉施設,対応不可
38,エスジーエム・オペレーション株式会社,658-0032,東灘区,神戸市東灘区向洋町中5-13,34.691426,135.26794,会社・事業所,対応不可
39,神戸信用金庫 東灘支店,658-0084,東灘区,神戸市東灘区甲南町2丁目7-10,34.722612,135.275313,商業施設,対応不可
40,(株)ドンク 事務所,658-0081,東灘区,神戸市東灘区田中町3丁目19-14,34.724845,135.272741,会社・事業所,対応不可
41,(株)ドンク 六甲アイランド工場,658-0033,東灘区,神戸市東灘区向洋町西5丁目4,34.69145,135.261657,会社・事業所,対応不可
42,神戸市立東灘小学校,658-0013,東灘区,神戸市東灘区深江北町2丁目4-1,34.72454,135.294792,学校・園・児童館,対応不可
43,神戸市立本庄小学校,658-0027,東灘区,神戸市東灘区青木4丁目4-1,34.720742,135.288724,学校・園・児童館,対応不可
44,神戸市立本山南小学校,658-0015,東灘区,神戸市東灘区本山南町8丁目2-1,34.723343,135.282394,学校・園・児童館,対応不可
45,神戸市立魚崎小学校,658-0083,東灘区,神戸市東灘区魚崎中町4丁目10-8,34.71511,135.271647,学校・園・児童館,対応不可
46,神戸市立本山第一小学校,658-0003,東灘区,神戸市東灘区本山北町3丁目10-1,34.728725,135.279346,学校・園・児童館,対応不可
47,神戸市立本山第三小学校,658-0016,東灘区,神戸市東灘区本山中町1丁目2-35,34.727701,135.286848,学校・園・児童館,対応不可
48,神戸市立住吉小学校,658-0052,東灘区,神戸市東灘区住吉東町4丁目1-31,34.716723,135.26503,学校・園・児童館,対応不可
49,神戸市立御影小学校,658-0045,東灘区,神戸市東灘区御影石町3丁目1-1,34.714528,135.251779,学校・園・児童館,対応不可
50,神戸市立御影北小学校,658-0065,東灘区,神戸市東灘区御影山手1丁目12-1,34.72441,135.249357,学校・園・児童館,対応不可
51,神戸市立六甲アイランド小学校,658-0032,東灘区,神戸市東灘区向洋町中2丁目7,34.688376,135.27406,学校・園・児童館,対応不可
52,播州信用金庫 本山支店,658-0081,東灘区,神戸市東灘区田中町1丁目13-8,34.725427,135.275839,商業施設,対応不可
53,播州信用金庫 東灘支店,658-0016,東灘区,神戸市東灘区本山中町3丁目2-3,34.725383,135.282755,商業施設,対応不可
54,口分田玄瑞診療所,658-0003,東灘区,神戸市東灘区本山北町2丁目6-5,34.72853,135.281073,医療関連施設,対応不可
55,小林クリニック,658-0048,東灘区,神戸市東灘区御影郡家1-30-17,34.720531,135.254076,医療関連施設,対応不可
56,やまぐち内科医院,658-0025,東灘区,神戸市東灘区魚崎南町5丁目13-1,34.710404,135.269839,医療関連施設,対応不可
57,医療法人社団 西尾耳鼻咽喉科,658-0013,東灘区,神戸市東灘区深江北町3丁目4-23,34.724062,135.292534,医療関連施設,対応不可
58,吉田小児科医院,658-0064,東灘区,神戸市東灘区鴨子ケ原3丁目28-33,34.733654,135.248057,医療関連施設,対応不可
59,堀本医院,658-0072,東灘区,神戸市東灘区岡本4丁目4-23,34.725911,135.269868,医療関連施設,対応不可
60,吉田循環器内科,658-0047,東灘区,東灘区御影2-10-31,34.721609,135.252026,医療関連施設,対応不可
61,医療法人社団 山村内科循環器科,658-0046,東灘区,神戸市東灘区御影本町2丁目15-2,34.714073,135.257412,医療関連施設,対応不可
62,モンセーヌ住吉川公園管理組合,658-0026,東灘区,神戸市東灘区魚崎西町2丁目2,34.709541,135.26655,集合住宅,対応不可
63,中島クリニック,658-0072,東灘区,神戸市東灘区岡本1丁目13-7-202,34.728764,135.276357,医療関連施設,対応不可
64,川島クリニック,658-0022,東灘区,神戸市東灘区深江南町1丁目12-13,34.723138,135.29963,医療関連施設,対応不可
65,神戸健康共和会 東神戸病院,658-0051,東灘区,神戸市東灘区住吉本町1丁目24-13,34.722067,135.260255,医療関連施設,対応不可
66,岡本商店街振興組合 コトブキ岡本店,658-0072,東灘区,神戸市東灘区岡本1丁目4-26,34.727508,135.275877,商業施設,対応不可
67,長坂医院,658-0072,東灘区,神戸市東灘区岡本2丁目4-11,34.726492,135.273554,医療関連施設,対応不可
68,医療法人社団 四葉会 瀧口クリニック,658-0027,東灘区,神戸市東灘区青木5丁目2-17,34.717452,135.283312,医療関連施設,対応不可
69,SMBC阪急御影コンサルティングオフィス,658-0047,東灘区,神戸市東灘区御影2-2-1,34.724462,135.253297,会社・事業所,対応不可
70,株式会社 三井住友銀行 甲南支店,658-0084,東灘区,神戸市東灘区甲南町3-9-24,34.721929,135.272955,商業施設,対応不可
71,株式会社 三井住友銀行 六甲アイランド支店,658-0032,東灘区,神戸市東灘区向洋町中6-9,34.689301,135.268635,商業施設,対応不可
72,株式会社 三井住友銀行 岡本支店,658-0072,東灘区,神戸市東灘区岡本1-3-25,34.726874,135.275785,商業施設,対応不可
73,株式会社 三井住友銀行 御影支店,658-0046,東灘区,神戸市東灘区御影本町4-10-4,34.714349,135.25575,商業施設,対応不可
74,株式会社 三井住友銀行 住吉支店,658-0051,東灘区,神戸市東灘区住吉本町1-2-1,34.719898,135.262437,商業施設,対応不可
75,サンシャインワーフ神戸管理事務所,658-0027,東灘区,神戸市東灘区青木1-2-34,34.715101,135.286408,商業施設,対応不可
76,岡野耳鼻咽喉科,658-0048,東灘区,神戸市東灘区御影郡家2丁目16-16,34.72439,135.254408,医療関連施設,対応不可
77,学校法人甲南学園 正門,658-0072,東灘区,神戸市東灘区岡本8丁目9-1,34.728845,135.268692,学校・園・児童館,対応不可
78,学校法人甲南学園 3号館1階医務室,658-0072,東灘区,神戸市東灘区岡本8丁目9-1,34.729725,135.26826,学校・園・児童館,対応不可
79,学校法人甲南学園 5号館3階サイバーライブラリー,658-0072,東灘区,神戸市東灘区岡本8丁目9-1,34.729784,135.269318,学校・園・児童館,対応不可
80,学校法人甲南学園 図書館1階カウンター,658-0072,東灘区,神戸市東灘区岡本8丁目9-1,34.728919,135.267894,学校・園・児童館,対応不可
81,学校法人甲南学園 13号館管理人室,658-0073,東灘区,神戸市東灘区西岡本6丁目1-1,34.730142,135.264689,学校・園・児童館,対応不可
82,学校法人甲南学園 7号館管理人室,658-0072,東灘区,神戸市東灘区岡本字十文字山1200,34.730949,135.264707,学校・園・児童館,対応不可
83,学校法人甲南学園 六アイ体育館医務室,658-0032,東灘区,神戸市東灘区向洋中町8-2,34.68322,135.267812,学校・園・児童館,対応不可
84,学校法人甲南学園 六アイ南グラウンド,658-0032,東灘区,神戸市東灘区向洋町中9-4,34.682146,135.267291,学校・園・児童館,対応不可
85,神戸市建設局水環境センター,658-0025,東灘区,神戸市東灘区魚崎南町2丁目1番23号,34.710584,135.27923,官公庁,対応不可
86,灘中学校灘高等学校,658-0082,東灘区,神戸市東灘区魚崎北町8丁目5-1,34.718512,135.268787,学校・園・児童館,対応不可
87,モロゾフ株式会社,658-0033,東灘区,神戸市東灘区向洋町西5丁目3番地,34.691925,135.261672,会社・事業所,対応不可
88,シンコーケミカル・ターミナル(株),658-0042,東灘区,神戸市東灘区住吉浜町18番地,34.702203,135.266983,会社・事業所,24時間利用可
90,財団法人住吉学園,658-0051,東灘区,神戸市東灘区住吉本町3丁目3-4,34.724763,135.260496,,利用不可
91,社団法人兵庫県自動車整備振興会,658-0024,東灘区,,34.707476,135.280964,神戸市東灘区魚崎浜町33,利用不可
92,日東物流株式会社,658-0033,東灘区,神戸市東灘区向洋町西6-4,34.681313,135.25966,会社・事業所,対応不可
93,神戸ファッションプラザ,658-0032,東灘区,神戸市東灘区向洋町中2-9-1,34.688216,135.27076,商業施設,24時間利用可
94,特別養護老人ホーム 友愛苑,658-0064,東灘区,神戸市東灘区鴨子ヶ原2丁目14-17,34.734231,135.250561,福祉施設,対応不可
95,キコーナ青木店,658-0014,東灘区,神戸市東灘区北青木3丁目5-15,34.717894,135.281231,商業施設,対応不可
96,株式会社 タウンライト(キコーナタウン),658-0044,東灘区,神戸市東灘区御影塚町3丁目4-6,34.70914,135.247274,商業施設,対応不可
97,阪神興業有限会社(深江プラザ),658-0013,東灘区,神戸市東灘区深江北町4丁目7-12,34.723573,135.29132,商業施設,対応不可
98,阪神興業有限会社(阪神会館),658-0046,東灘区,神戸市東灘区御影本町2丁目15-22,34.714316,135.256718,商業施設,対応不可
99,株式会社 ガイア(ガイア深江店),658-0021,東灘区,神戸市東灘区深江本町3丁目8-18,34.722781,135.292439,商業施設,対応不可
100,豊栄興産株式会社(Dino),658-0027,東灘区,神戸市東灘区青木6丁目7-16,34.716896,135.281104,商業施設,対応不可
102,株式会社タツミコーポレーション(ガイア住吉店),658-0053,東灘区,神戸市東灘区住吉宮町4丁目4-1-B1,34.718665,135.261447,商業施設,対応不可
103,新国際観光株式会社(甲南グランド),658-0084,東灘区,神戸市東灘区甲南町3丁目7-11,34.721463,135.273795,商業施設,対応不可
104,株式会社 オオシマ・コーポレーション(WING21),658-0013,東灘区,神戸市東灘区深江北町4丁目10-11,34.723555,135.291492,商業施設,対応不可
105,一商会 有限会社(ハーバー43),658-0027,東灘区,神戸市東灘区青木3丁目6-18,34.715422,135.282091,商業施設,対応不可
106,株式会社NSKホールディングス(ライオンズ),658-0013,東灘区,神戸市東灘区深江北町3丁目9-11,34.724052,135.291802,商業施設,対応不可
107,株式会社NSKホールディングス(ライオンズII),658-0027,東灘区,神戸市東灘区青木6丁目4-17,34.716942,135.281886,商業施設,対応不可
108,株式会社BSエンタープライズ(ニュージャンボ),658-0013,東灘区,神戸市東灘区深江北町4丁目11-34,34.724086,135.291234,商業施設,対応不可
109,ミカドホール,658-0046,東灘区,神戸市東灘区御影本町2丁目18-5,34.714338,135.257734,商業施設,対応不可
110,神戸市環境局東クリーンセンター,658-0024,東灘区,神戸市東灘区魚崎浜町1-7,34.705672,135.275978,官公庁,対応不可
111,国土交通省神戸運輸監理部兵庫陸運部,658-0024,東灘区,神戸市東灘区魚崎浜町34-2,34.706984,135.281606,官公庁,対応不可
112,菊正宗酒造(株) 嘉宝蔵,658-0026,東灘区,神戸市東灘区魚崎西町1丁目8-6,34.708459,135.267185,会社・事業所,対応不可
113,神戸市環境局東灘事業所,658-0026,東灘区,神戸市東灘区魚崎西町3丁目5-3,34.711427,135.266654,官公庁,対応不可
114,ファミール東灘壱番館管理組合,658-0012,東灘区,神戸市東灘区本庄町2丁目5-12,34.726166,135.290754,集合住宅,24時間利用可
115,菊正宗酒造(株) 本社,658-0046,東灘区,神戸市東灘区御影本町1丁目7-15,34.710176,135.258233,会社・事業所,対応不可
116,YKK六甲株式会社,658-0033,東灘区,神戸市東灘区向洋町西4丁目2,34.689625,135.260123,会社・事業所,対応不可
117,有限会社 中尾新聞販売(ASA深江),658-0012,東灘区,神戸市東灘区本庄町2丁目8番39号,34.726712,135.292808,商業施設,対応不可
118,本庄地域福祉センター,658-0012,東灘区,神戸市東灘区本庄町2丁目5-1,34.726143,135.291545,小集会場・公民館・地域福祉センター,対応不可
119,本山地域福祉センター,658-0072,東灘区,神戸市東灘区岡本1丁目7-3,34.72811,135.276818,小集会場・公民館・地域福祉センター,対応不可
120,向洋地域福祉センター,658-0032,東灘区,神戸市東灘区向洋町中6丁目3-2,34.688253,135.264032,小集会場・公民館・地域福祉センター,対応不可
121,渦が森地域福祉センター,658-0066,東灘区,神戸市東灘区渦森台1丁目2番1号,34.738258,135.252195,小集会場・公民館・地域福祉センター,対応不可
122,KiLaLa住吉管理組合,658-0053,東灘区,神戸市東灘区住吉宮町4丁目4-1,34.718603,135.261032,集合住宅,対応不可
123,(株)小松製作所六甲アイランド工場,658-0033,東灘区,神戸市東灘区向洋町西4丁目6,34.689111,135.255583,会社・事業所,対応不可
124,剣菱酒造株式会社 No1,658-0046,東灘区,神戸市東灘区御影本町3丁目12-5,34.710132,135.256731,会社・事業所,対応不可
125,剣菱酒造株式会社 No2,658-0023,東灘区,神戸市東灘区深江浜町53番地,34.710941,135.3027,会社・事業所,対応不可
126,剣菱酒造株式会社 No3,658-0023,東灘区,神戸市東灘区深江浜町53番地,34.710608,135.303043,会社・事業所,対応不可
127,NPO大東ネットワーク事業團,658-0084,東灘区,神戸市東灘区甲南町4丁目6-10,34.720362,135.269661,会社・事業所,利用不可
128,ラ・フル-ル本山管理組合,658-0015,東灘区,神戸市東灘区本山南町5丁目3-1,34.719429,135.277182,集合住宅,対応不可
129,神戸市立田中保育所,658-0081,東灘区,神戸市東灘区田中町4丁目11-22,34.722764,135.270048,学校・園・児童館,対応不可
130,神戸市立魚崎保育所,658-0025,東灘区,神戸市東灘区魚崎南町2丁目11-11,34.712212,135.277026,学校・園・児童館,対応不可
131,神戸市立瀬戸保育所,658-0025,東灘区,神戸市東灘区魚崎南町6丁目5-26,34.715154,135.278413,学校・園・児童館,対応不可
132,エレガーノ甲南,658-0015,東灘区,神戸市東灘区本山南町3丁目3-1,34.721267,135.283023,福祉施設,対応不可
133,神戸市立浜御影保育所,658-0046,東灘区,神戸市東灘区御影本町6丁目5-7,34.712656,135.255384,学校・園・児童館,対応不可
134,神戸市立向洋児童館,658-0032,東灘区,神戸市東灘区向洋町中6丁目3-2,34.688179,135.264029,学校・園・児童館,対応不可
135,神戸市立御影保育所,658-0054,東灘区,神戸市東灘区御影中町4丁目1-8,34.717472,135.254894,学校・園・児童館,対応不可
136,神戸市立渦森台保育所,658-0066,東灘区,神戸市東灘区渦森台1丁目13-1,34.739342,135.251345,学校・園・児童館,対応不可
137,神戸市立本山保育所,658-0072,東灘区,神戸市東灘区岡本1丁目7-6,34.728077,135.276569,学校・園・児童館,対応不可
138,神戸市立住吉公園保育所,658-0053,東灘区,神戸市東灘区住吉宮町3丁目4-23,34.716318,135.261513,学校・園・児童館,対応不可
139,神戸市立東灘本庄保育所,658-0027,東灘区,神戸市東灘区青木4丁目1番32号,34.72024,135.289055,学校・園・児童館,対応不可
140,本山東児童館,658-0011,東灘区,神戸市東灘区森南町2丁目8-25,34.729239,135.290107,学校・園・児童館,対応不可
141,六甲アイランド学童保育コーナー,658-0032,東灘区,神戸市東灘区向洋町中3丁目1ー6,34.686741,135.273279,学校・園・児童館,対応不可
142,ケアハウスゆうあい,658-0064,東灘区,神戸市東灘区鴨子ヶ原2丁目14-19,34.733941,135.250726,福祉施設,対応不可
143,神戸市立住之江児童館,658-0053,東灘区,神戸市東灘区住吉宮町1丁目2-15,34.712818,135.264638,学校・園・児童館,対応不可
144,神戸市立浜御影児童館,658-0046,東灘区,神戸市東灘区御影本町6-5-8,34.712458,135.255349,学校・園・児童館,対応不可
145,神戸市立北青木児童館,658-0014,東灘区,神戸市東灘区北青木4丁目6-31,34.717435,135.278969,学校・園・児童館,対応不可
146,コミュニティ・サポートセンター神戸,658-0052,東灘区,神戸市東灘区住吉東町5丁目2?2,34.719685,135.26479,小集会場・公民館・地域福祉センター,対応不可
147,神戸市立中野保育所,658-0015,東灘区,神戸市東灘区本山南町1丁目3-3,34.723865,135.28844,学校・園・児童館,対応不可
148,福池地域福祉センター,658-0015,東灘区,神戸市東灘区本山南町5丁目4-11,34.720724,135.277371,小集会場・公民館・地域福祉センター,対応不可
149,神戸市立田中児童館,658-0081,東灘区,神戸市東灘区田中町4丁目11-24,34.722642,135.270119,学校・園・児童館,対応不可
150,神戸市立魚崎児童館,658-0083,東灘区,神戸市東灘区魚崎中町4丁目3-16,34.713867,135.271427,学校・園・児童館,対応不可
152,介護付有料老人ホームはぴね神戸魚崎,658-0042,東灘区,神戸市東灘区魚崎南町5丁目5-21,34.707494,135.26997,福祉施設,24時間利用可
153,介護付有料老人ホームはぴね神戸魚崎二番館,658-0025,東灘区,神戸市東灘区魚崎南町8丁目10-7,34.712946,135.271409,福祉施設,24時間利用可
154,日清製粉(株)東灘工場,658-0024,東灘区,神戸市東灘区魚崎浜町14,34.704275,135.279842,会社・事業所,対応不可
155,神戸ベイシェラトンホテル&タワーズ,658-0032,東灘区,神戸市東灘区向洋町中2-13,34.689783,135.27022,宿泊施設,24時間利用可
156,エルヴェール神戸本山アーバンライフ,658-0015,東灘区,神戸市東灘区本山南町3丁目ー6-16,34.721786,135.281143,集合住宅,24時間利用可
157,(株)ダイヤモンドフェリー(ターミナル),658-0031,東灘区,神戸市東灘区向洋町東3丁目1,34.697008,135.282627,公共交通機関,対応不可
158,(株)ダイヤモンドフェリー(さんふらわあ ごーるど),658-0031,東灘区,神戸市東灘区向洋町東3丁目21番 神戸六甲RF-1岸壁,34.69602,135.282555,公共交通機関,対応不可
159,(株)ダイヤモンドフェリー(さんふらわあ ぱーる),658-0031,東灘区,神戸市東灘区向洋町東3丁目21番 神戸六甲RF-1岸壁,34.69602,135.282555,公共交通機関,対応不可
160,阪九フェリー,658-0031,東灘区,神戸市東灘区向洋町東3丁目2-1,34.696681,135.284968,公共交通機関,対応不可
161,阪神高速トール神戸(株) 深江浜営業所,658-0023,東灘区,神戸市東灘区深江浜町57番,34.715036,135.297323,会社・事業所,対応不可
162,住吉山手コモンズ マンション管理組合,658-0063,東灘区,神戸市東灘区住吉山手7丁目2-3,34.733394,135.254835,集合住宅,対応不可
163,神戸市立御影幼稚園,658-0045,東灘区,神戸市東灘区御影石町3丁目13-1,34.715646,135.251519,学校・園・児童館,対応不可
164,神戸市立遊喜幼稚園,658-0053,東灘区,神戸市東灘区住吉宮町1丁目8-8,34.712939,135.263278,学校・園・児童館,対応不可
165,神戸市立東灘のぞみ幼稚園,658-0013,東灘区,神戸市東灘区深江北町3-11-3,34.725348,135.292831,学校・園・児童館,対応不可
166,神戸市立住吉幼稚園,658-0053,東灘区,神戸市東灘区住吉宮町7丁目2-6,34.718538,135.258681,学校・園・児童館,対応不可
167,神戸市立魚崎幼稚園,658-0083,東灘区,神戸市東灘区魚崎中町4丁目10-39,34.715023,135.269829,学校・園・児童館,対応不可
168,本山東地域福祉センター,658-0011,東灘区,神戸市東灘区森南町2丁目8-28,34.729309,135.290275,小集会場・公民館・地域福祉センター,対応不可
169,六甲アイランド地域福祉センター,658-0032,東灘区,神戸市東灘区向洋町中3丁目1-6,34.687738,135.274514,小集会場・公民館・地域福祉センター,対応不可
170,魚崎南地域福祉センター,658-0025,東灘区,神戸市東灘区魚崎南町2丁目9-4,34.71148,135.27702,小集会場・公民館・地域福祉センター,対応不可
172,生活協同組合コープこうべ コープリビング甲南,658-0084,東灘区,神戸市東灘区甲南町2丁目1番20号,34.722224,135.276351,商業施設,対応不可
173,生活協同組合コープこうべ コープ甲南,658-0084,東灘区,神戸市東灘区甲南町3丁目1番18号,34.720642,135.274338,商業施設,対応不可
174,生活協同組合コープこうべ 生産事業部(六甲アイランド食品工場),658-0033,東灘区,神戸市東灘区向洋町西2丁目1,34.691932,135.256764,会社・事業所,24時間利用可
175,生活協同組合コープこうべ 健保会館,658-0052,東灘区,神戸市東灘区住吉東町4丁目6-5,34.718505,135.26405,集会場・ホール,対応不可
176,生活協同組合コープこうべ コープ深江,658-0013,東灘区,神戸市東灘区深江北町3町目9番15号,34.724294,135.291845,商業施設,対応不可
177,阪急電鉄(株) 御影駅,658-0047,東灘区,神戸市東灘区御影2丁目1番1号,34.724667,135.252873,公共交通機関,対応不可
178,阪急電鉄(株) 岡本駅,658-0072,東灘区,神戸市東灘区岡本5丁目1番1号,34.729119,135.276086,公共交通機関,対応不可
179,白鶴酒造株式会社 灘魚崎工場,658-0024,東灘区,神戸市東灘区魚崎浜町13番地,34.704782,135.277802,会社・事業所,対応不可
180,甲南女子大学,658-0001,東灘区,神戸市東灘区森北町6-2-23,34.734614,135.287826,学校・園・児童館,対応不可
181,コープこうべ コープ渦森台,658-0066,東灘区,神戸市東灘区渦森台2丁目14番,34.735791,135.250003,商業施設,対応不可
182,兵庫県東灘警察署,658-0054,東灘区,神戸市東灘区御影中町2丁目3番2号,34.717796,135.25587,官公庁,24時間利用可
183,日通商事株式会社,658-0046,東灘区,神戸市東灘区御影本町3-1-4,34.708225,135.258006,会社・事業所,対応不可
184,(株)J-オイルミルズ 神戸工場,658-0023,東灘区,神戸市東灘区深江浜町49,34.70621,135.301774,会社・事業所,対応不可
185,水道局東部センター,658-0081,東灘区,神戸市東灘区田中町5-3-23,34.721102,135.26668,官公庁,24時間利用可
186,全農サイロ(株)神戸支店,658-0042,東灘区,神戸市東灘区住吉浜町,34.702226,135.265553,会社・事業所,24時間利用可
187,株式会社ダイヘン六甲事務所,658-0033,東灘区,神戸市東灘区向洋町西4丁目1番,34.690815,135.258557,会社・事業所,対応不可
188,株式会社コープエイシス,658-0081,東灘区,神戸市東灘区田中町5-2-1,34.721064,135.267974,会社・事業所,対応不可
189,Konan Clover House,658-0084,東灘区,神戸市東灘区甲南町1丁目3-14,34.723047,135.27687,集合住宅,24時間利用可
190,グランダ御影山手弐番館,658-0065,東灘区,神戸市東灘区御影山手1丁目2-31,34.725297,135.255215,福祉施設,24時間利用可
191,コープこうべ コープミニ深江南,658-0022,東灘区,神戸市東灘区深江南町2丁目12番8号,34.72166,135.297964,商業施設,対応不可
192,コープこうべ コープミニ魚崎,658-0083,東灘区,神戸市東灘区魚崎中町4丁目8-1,34.712859,135.269319,商業施設,対応不可
193,コープこうべ コープミニ住吉台,658-0062,東灘区,神戸市東灘区住吉台3番1号,34.734494,135.257647,商業施設,対応不可
194,コープこうべ コープミニ甲南山手,658-0001,東灘区,神戸市東灘区森北町1丁目6番7号,34.73105,135.291388,商業施設,対応不可
195,コープこうべ コープミニ御影北,658-0047,東灘区,神戸市東灘区御影3丁目8番33号,34.721296,135.247242,商業施設,対応不可
196,コープこうべ 協同購入センター東灘,658-0024,東灘区,神戸市東灘区魚崎浜町1-1,34.704371,135.272449,会社・事業所,対応不可
197,コープこうべ 協同購入センター六甲,658-0043,東灘区,神戸市東灘区御影浜町3番2号,34.706993,135.254894,会社・事業所,対応不可
198,グランダ御影山手,658-0065,東灘区,神戸市東灘区御影山手1丁目2-26,34.725538,135.254677,福祉施設,24時間利用可
199,ザ・本山プレミアム管理組合,658-0084,東灘区,神戸市東灘区甲南町1丁目3-7,34.722685,135.276966,集合住宅,24時間利用可
200,神戸老人ホーム,658-0051,東灘区,神戸市東灘区住吉本町3丁目7-41,34.724112,135.25924,福祉施設,対応不可
201,ティーエムターミナル,658-0043,東灘区,神戸市東灘区御影浜町6番,34.702751,135.257987,会社・事業所,24時間利用可
202,特別養護老人ホーム セ・ラ・ヴィ,658-0053,東灘区,神戸市東灘区住吉宮町3丁目4-17,34.716229,135.261627,福祉施設,24時間利用可
203,神戸スポーツアートCocoro専門学校,658-0032,東灘区,神戸市東灘区向洋町中1丁目15番地,34.690473,135.270938,学校・園・児童館,対応不可
204,神戸市産業振興局中央卸売市場,658-0023,東灘区,神戸市東灘区深江浜町1-1,34.714821,135.296273,会社・事業所,24時間利用可
205,甲南山手保育園,658-0012,東灘区,神戸市東灘区本庄町1丁目10番2号,34.727884,135.294429,学校・園・児童館,対応不可
